DataType,Name,Longitude,Latitude,URL,Owner,State,Country,Notes
Ocean Buoy (NDBC),"8771486 - Galveston RR Bridge, TX (GRRT2)",-94.896,29.302,https://www.ndbc.noaa.gov/station_page.php?station=GRRT2,NOAA,,,
Ocean Buoy (NDBC),"8770808 - High Island, TX (HIST2)",-94.39,29.595,https://www.ndbc.noaa.gov/station_page.php?station=HIST2,NOAA,,,
Ocean Buoy (NDBC),"8776139 - South Bird Island, TX (IRDT2)",-97.322,27.48,https://www.ndbc.noaa.gov/station_page.php?station=IRDT2,NOAA,,,
Ocean Buoy (NDBC),"8771972 - San Luis Pass, TX (LUIT2)",-95.122,29.076,https://www.ndbc.noaa.gov/station_page.php?station=LUIT2,NOAA,,,
Ocean Buoy (NDBC),"8770733 - Lynchburg Landing, TX (LYBT2)",-95.079,29.765,https://www.ndbc.noaa.gov/station_page.php?station=LYBT2,NOAA,,,
Ocean Buoy (NDBC),"8770613 - Morgans Point, TX (MGPT2)",-94.985,29.682,https://www.ndbc.noaa.gov/station_page.php?station=MGPT2,NOAA,,,
Ocean Buoy (NDBC),"8770777 - Manchester, TX (NCHT2)",-95.266,29.726,https://www.ndbc.noaa.gov/station_page.php?station=NCHT2,NOAA,,,
Ocean Buoy (NDBC),"8775283 - Port Ingleside, TX (NGLT2)",-97.204,27.822,https://www.ndbc.noaa.gov/station_page.php?station=NGLT2,NOAA,,,
Ocean Buoy (NDBC),098: NWS Weather Station 1; Gulf of Mexico (NWST2),-96.768,27.75,https://www.ndbc.noaa.gov/station_page.php?station=NWST2,NOAA,,,
Ocean Buoy (NDBC),"8775792 - Packery Channel, TX (PACT2)",-97.237,27.634,https://www.ndbc.noaa.gov/station_page.php?station=PACT2,NOAA,,,
Ocean Buoy (NDBC),"8779748 - South Padre Island CGS, TX (PCGT2)",-97.167,26.072,https://www.ndbc.noaa.gov/station_page.php?station=PCGT2,NOAA,,,
Ocean Buoy (NDBC),"8773701 - Port O&#039;Connor, Matagorda Bay, TX (PCNT2)",-96.396,28.446,https://www.ndbc.noaa.gov/station_page.php?station=PCNT2,NOAA,,,
Ocean Buoy (NDBC),"8778490 - Port Mansfield, TX (PMNT2)",-97.424,26.559,https://www.ndbc.noaa.gov/station_page.php?station=PMNT2,NOAA,,,
Ocean Buoy (NDBC),"8770475 - Port Arthur, TX (PORT2)",-93.931,29.867,https://www.ndbc.noaa.gov/station_page.php?station=PORT2,NOAA,,,
Ocean Buoy (NDBC),"8779280 - Realitos Peninsula, TX (RLIT2)",-97.285,26.262,https://www.ndbc.noaa.gov/station_page.php?station=RLIT2,NOAA,,,
Ocean Buoy (NDBC),"8770971 - Rollover Pass, TX (RLOT2)",-94.513,29.515,https://www.ndbc.noaa.gov/station_page.php?station=RLOT2,NOAA,,,
Ocean Buoy (NDBC),"8777812 - Rincon del San Jose, TX (RSJT2)",-97.471,26.801,https://www.ndbc.noaa.gov/station_page.php?station=RSJT2,NOAA,,,
Ocean Buoy (NDBC),"8775237 - Port Aransas, TX (RTAT2)",-97.072,27.84,https://www.ndbc.noaa.gov/station_page.php?station=RTAT2,NOAA,,,
Ocean Buoy (NDBC),"100: RTNS Offshore, TX (RTOT2)",-96.967,27.753,https://www.ndbc.noaa.gov/station_page.php?station=RTOT2,NOAA,,,
Ocean Buoy (NDBC),"8773037 - Seadrift, TX (SDRT2)",-96.712,28.407,https://www.ndbc.noaa.gov/station_page.php?station=SDRT2,NOAA,,,
Ocean Buoy (NDBC),"8772985 - Sargent, TX (SGNT2)",-95.617,28.771,https://www.ndbc.noaa.gov/station_page.php?station=SGNT2,NOAA,,,
Ocean Buoy (NDBC),"8775296 - USS Lexington, TX (TAQT2)",-97.389,27.815,https://www.ndbc.noaa.gov/station_page.php?station=TAQT2,NOAA,,,
Ocean Buoy (NDBC),"8773259 - Port Lavaca, TX (VCAT2)",-96.609,28.64,https://www.ndbc.noaa.gov/station_page.php?station=VCAT2,NOAA,,,
Ocean Buoy (NDBC),"BISHOP HARBOR, FL (BPHF1)",-82.571,27.608,https://www.ndbc.noaa.gov/station_page.php?station=BPHF1,NOAA,,,
Ocean Buoy (NDBC),"Frog Creek, FL (FRKF1)",-82.552,27.591,https://www.ndbc.noaa.gov/station_page.php?station=FRKF1,NOAA,,,
Ocean Buoy (NDBC),"St. Augustine, FL (194) (41117)",-81.08,30,https://www.ndbc.noaa.gov/station_page.php?station=41117,NOAA,,,
Ocean Buoy (NDBC),"Big Pine Key, FL (237) (42078)",-81.251,24.5,https://www.ndbc.noaa.gov/station_page.php?station=42078,NOAA,,,
Ocean Buoy (NDBC),"Bahia Honda Key, FL (242) (42079)",-81.242,24.535,https://www.ndbc.noaa.gov/station_page.php?station=42079,NOAA,,,
Ocean Buoy (NDBC),"Grand Isle Outer, LA (247) (42093)",-89.832,29.017,https://www.ndbc.noaa.gov/station_page.php?station=42093,NOAA,,,
Ocean Buoy (NDBC),"Satan Shoal, FL (244) (42095)",-81.967,24.407,https://www.ndbc.noaa.gov/station_page.php?station=42095,NOAA,,,
Ocean Buoy (NDBC),"Pulley Ridge, FL (226) (42097)",-83.65,25.714,https://www.ndbc.noaa.gov/station_page.php?station=42097,NOAA,,,
Ocean Buoy (NDBC),"Duck FRF, NC (44056)",-75.714,36.2,https://www.ndbc.noaa.gov/station_page.php?station=44056,NOAA,,,
Ocean Buoy (NDBC),"Wallops Island, VA (224) (44089)",-75.325,37.754,https://www.ndbc.noaa.gov/station_page.php?station=44089,NOAA,,,
Ocean Buoy (NDBC),"Barnegat, NJ (209) (44091)",-73.77,39.768,https://www.ndbc.noaa.gov/station_page.php?station=44091,NOAA,,,
Ocean Buoy (NDBC),"Isle of Royale East, MI (230) (45180)",-87.73,48.034,https://www.ndbc.noaa.gov/station_page.php?station=45180,NOAA,,,
Ocean Buoy (NDBC),"Santa Lucia Escarpment, CA (222) (46259)",-121.498,34.767,https://www.ndbc.noaa.gov/station_page.php?station=46259,NOAA,,,
Ocean Buoy (NDBC),"Del Mar Nearshore, CA (153) (46266)",-117.279,32.957,https://www.ndbc.noaa.gov/station_page.php?station=46266,NOAA,,,
Ocean Buoy (NDBC),"Bethany Beach, DE (BTHD1)",-75.046,38.537,https://www.ndbc.noaa.gov/station_page.php?station=BTHD1,NOAA,,,
Ocean Buoy (NDBC),"USACE-CHL Field Research Facility, Duck, NC (FRFN7)",-75.739,36.19,https://www.ndbc.noaa.gov/station_page.php?station=FRFN7,NOAA,,,
Ocean Buoy (NDBC),"Jennette&#039;s Pier, Nags Head, NC (JPRN7)",-75.587,35.912,https://www.ndbc.noaa.gov/station_page.php?station=JPRN7,NOAA,,,
Ocean Buoy (NDBC),"Ocean City, MD (OCSM2)",-75.07,38.338,https://www.ndbc.noaa.gov/station_page.php?station=OCSM2,NOAA,,,
Ocean Buoy (NDBC),"Thimble Shoal, VA (240) (44087)",-76.149,37.026,https://www.ndbc.noaa.gov/station_page.php?station=44087,NOAA,,,
Ocean Buoy (NDBC),"Anacapa Passage South, CA (212) (46252)",-119.257,33.953,https://www.ndbc.noaa.gov/station_page.php?station=46252,NOAA,,,
Ocean Buoy (NDBC),"Sturgeon Bay CG Station, WI (0Y2W3)",-87.313,44.794,https://www.ndbc.noaa.gov/station_page.php?station=0Y2W3,NOAA,,,
Ocean Buoy (NDBC),"Michigan City CG Station, IN (18CI3)",-86.91,41.73,https://www.ndbc.noaa.gov/station_page.php?station=18CI3,NOAA,,,
Ocean Buoy (NDBC),"St. Joseph CG Station, MI (20CM4)",-86.49,42.09,https://www.ndbc.noaa.gov/station_page.php?station=20CM4,NOAA,,,
Ocean Buoy (NDBC),"Two Rivers CG Station, WI (C58W3)",-87.563,44.146,https://www.ndbc.noaa.gov/station_page.php?station=C58W3,NOAA,,,
Ocean Buoy (NDBC),"Weymouth Bay, UK (62028)",-2.3,50.59,https://www.ndbc.noaa.gov/station_page.php?station=62028,NOAA,,,
Ocean Buoy (NDBC),K1 Buoy (62029),-12.43,48.72,https://www.ndbc.noaa.gov/station_page.php?station=62029,NOAA,,,
Ocean Buoy (NDBC),L4 Buoy (62030),-4.217,50.25,https://www.ndbc.noaa.gov/station_page.php?station=62030,NOAA,,,
Ocean Buoy (NDBC),E1 (62050),-4.4,50,https://www.ndbc.noaa.gov/station_page.php?station=62050,NOAA,,,
Ocean Buoy (NDBC),K2 Buoy (62081),-13.55,51,https://www.ndbc.noaa.gov/station_page.php?station=62081,NOAA,,,
Ocean Buoy (NDBC),Channel Lightship (62103),-2.9,49.9,https://www.ndbc.noaa.gov/station_page.php?station=62103,NOAA,,,
Ocean Buoy (NDBC),K4 Buoy (62105),-11.81,55.41,https://www.ndbc.noaa.gov/station_page.php?station=62105,NOAA,,,
Ocean Buoy (NDBC),Sevenstones Lightship (62107),-6.1,50.102,https://www.ndbc.noaa.gov/station_page.php?station=62107,NOAA,,,
Ocean Buoy (NDBC),K3 Buoy (62108),-19.5,53.5,https://www.ndbc.noaa.gov/station_page.php?station=62108,NOAA,,,
Ocean Buoy (NDBC),Brittany Buoy (62163),-8.47,47.55,https://www.ndbc.noaa.gov/station_page.php?station=62163,NOAA,,,
Ocean Buoy (NDBC),F3 Light Vessel (62170),2,51.24,https://www.ndbc.noaa.gov/station_page.php?station=62170,NOAA,,,
Ocean Buoy (NDBC),Celtic Sea Buoy (62298),-8.6,49.4,https://www.ndbc.noaa.gov/station_page.php?station=62298,NOAA,,,
Ocean Buoy (NDBC),Aberporth Buoy (62301),-4.42,52.22,https://www.ndbc.noaa.gov/station_page.php?station=62301,NOAA,,,
Ocean Buoy (NDBC),Pembroke Buoy (62303),-5.1,51.602,https://www.ndbc.noaa.gov/station_page.php?station=62303,NOAA,,,
Ocean Buoy (NDBC),Sandettie Lightship (62304),1.8,51.102,https://www.ndbc.noaa.gov/station_page.php?station=62304,NOAA,,,
Ocean Buoy (NDBC),Greenwich Lightship (62305),0,50.4,https://www.ndbc.noaa.gov/station_page.php?station=62305,NOAA,,,
Ocean Buoy (NDBC),Pap (62442),-16.5,49,https://www.ndbc.noaa.gov/station_page.php?station=62442,NOAA,,,
Ocean Buoy (NDBC),K5 Buoy (64045),-11.79,59.15,https://www.ndbc.noaa.gov/station_page.php?station=64045,NOAA,,,
Ocean Buoy (NDBC),K7 Buoy (64046),-4.167,60.483,https://www.ndbc.noaa.gov/station_page.php?station=64046,NOAA,,,
Ocean Buoy (NDBC),"Nags Head, NC (243) (44086)",-75.421,36.001,https://www.ndbc.noaa.gov/station_page.php?station=44086,NOAA,,,
Ocean Buoy (NDBC),"Oregon Inlet, NC (192) (44095)",-75.33,35.75,https://www.ndbc.noaa.gov/station_page.php?station=44095,NOAA,,,
Ocean Buoy (NDBC),"Isle of Shoals, NH (211) (44092)",-70.632,42.942,https://www.ndbc.noaa.gov/station_page.php?station=44092,NOAA,,,
Ocean Buoy (NDBC),Point Lay (UAF) (48012),-166.071,70.025,https://www.ndbc.noaa.gov/station_page.php?station=48012,NOAA,,,
Ocean Buoy (NDBC),"Bodega, CA (BDXC1)",-123.071,38.317,https://www.ndbc.noaa.gov/station_page.php?station=BDXC1,NOAA,,,
Ocean Buoy (NDBC),"Fort Point, CA (FPXC1)",-122.466,37.807,https://www.ndbc.noaa.gov/station_page.php?station=FPXC1,NOAA,,,
Ocean Buoy (NDBC),"Kilo Nalu Observatory, Hawaii (KNOH1)",-157.865,21.288,https://www.ndbc.noaa.gov/station_page.php?station=KNOH1,NOAA,,,
Ocean Buoy (NDBC),"Waukegan Buoy, IL (45186)",-87.795,42.368,https://www.ndbc.noaa.gov/station_page.php?station=45186,NOAA,,,
Ocean Buoy (NDBC),"Winthrop Harbor Buoy, IL (45187)",-87.779,42.491,https://www.ndbc.noaa.gov/station_page.php?station=45187,NOAA,,,
Ocean Buoy (NDBC),Horn Point Weather Station MD (HPLM2),-76.133,38.59,https://www.ndbc.noaa.gov/station_page.php?station=HPLM2,NOAA,,,
Ocean Buoy (NDBC),"Traverse Bay #3, MI (45021)",-85.493,45.048,https://www.ndbc.noaa.gov/station_page.php?station=45021,NOAA,,,
Ocean Buoy (NDBC),Grand Traverse Bay Observing System Station 2 (GTBM4),-85.607,44.767,https://www.ndbc.noaa.gov/station_page.php?station=GTBM4,NOAA,,,
Ocean Buoy (NDBC),"Little Traverse Bay Buoy, MI (45022)",-85.088,45.404,https://www.ndbc.noaa.gov/station_page.php?station=45022,NOAA,,,
Ocean Buoy (NDBC),"Ludington Buoy, MI (45024)",-86.554,43.971,https://www.ndbc.noaa.gov/station_page.php?station=45024,NOAA,,,
Ocean Buoy (NDBC),"McQuade Harbor Nearshore, MN (45027)",-91.93,46.86,https://www.ndbc.noaa.gov/station_page.php?station=45027,NOAA,,,
Ocean Buoy (NDBC),Western Lake Superior (45028),-91.829,46.814,https://www.ndbc.noaa.gov/station_page.php?station=45028,NOAA,,,
Ocean Buoy (NDBC),CO2 Gulf of Maine Buoy (44073),-70.54,43.02,https://www.ndbc.noaa.gov/station_page.php?station=44073,NOAA,,,
Ocean Buoy (NDBC),"Jeffrey&#039;s Ledge, NH (160) (44098)",-70.171,42.8,https://www.ndbc.noaa.gov/station_page.php?station=44098,NOAA,,,
Ocean Buoy (NDBC),"Coastal Marine Lab, New Castle, NH (CMLN3)",-70.7,43.07,https://www.ndbc.noaa.gov/station_page.php?station=CMLN3,NOAA,,,
Ocean Buoy (NDBC),Hatteras Bay (B1) (41062),-75.095,35.778,https://www.ndbc.noaa.gov/station_page.php?station=41062,NOAA,,,
Ocean Buoy (NDBC),Raleigh Bay (B2) (41063),-75.941,34.782,https://www.ndbc.noaa.gov/station_page.php?station=41063,NOAA,,,
Ocean Buoy (NDBC),"Pt Wells, WA (U of Wash) (46120)",-122.397,47.761,https://www.ndbc.noaa.gov/station_page.php?station=46120,NOAA,,,
Ocean Buoy (NDBC),"Carr Inlet, WA (U of Wash) (46121)",-122.73,47.28,https://www.ndbc.noaa.gov/station_page.php?station=46121,NOAA,,,
Ocean Buoy (NDBC),"Dabob Bay, WA (U of Wash) (46122)",-122.803,47.803,https://www.ndbc.noaa.gov/station_page.php?station=46122,NOAA,,,
Ocean Buoy (NDBC),"Twanoh - Hood Canal, WA (U of Wash) (46123)",-123.008,47.375,https://www.ndbc.noaa.gov/station_page.php?station=46123,NOAA,,,
Ocean Buoy (NDBC),"Hoodsport - Hood Canal, WA (U of Wash) (46124)",-123.113,47.422,https://www.ndbc.noaa.gov/station_page.php?station=46124,NOAA,,,
Ocean Buoy (NDBC),"Hansville - Hood Canal, WA (46125)",-122.627,47.907,https://www.ndbc.noaa.gov/station_page.php?station=46125,NOAA,,,
Ocean Buoy (NDBC),"ATW20 - Atwater Park, WI (45013)",-87.85,43.1,https://www.ndbc.noaa.gov/station_page.php?station=45013,NOAA,,,
Ocean Buoy (NDBC),"GB17 - South Green Bay, WI (45014)",-87.758,44.794,https://www.ndbc.noaa.gov/station_page.php?station=45014,NOAA,,,
Ocean Buoy (NDBC),Green Bay East Buoy (45184),-87.959,44.55,https://www.ndbc.noaa.gov/station_page.php?station=45184,NOAA,,,
Ocean Buoy (NDBC),Green Bay West Buoy (45185),-87.987,44.577,https://www.ndbc.noaa.gov/station_page.php?station=45185,NOAA,,,
Ocean Buoy (NDBC),USM-R1 (42067),-88.583,30.05,https://www.ndbc.noaa.gov/station_page.php?station=42067,NOAA,,,
Ocean Buoy (NDBC),Lake Champlain - Inland Sea (45166),-73.258,44.785,https://www.ndbc.noaa.gov/station_page.php?station=45166,NOAA,,,
Ocean Buoy (NDBC),"Offshore Wind Energy Area, VA (210) (44093)",-75.492,36.872,https://www.ndbc.noaa.gov/station_page.php?station=44093,NOAA,,,
Ocean Buoy (NDBC),Goodwin Islands (44052),-76.399,37.236,https://www.ndbc.noaa.gov/station_page.php?station=44052,NOAA,,,
Ocean Buoy (NDBC),Gloucester Point (44053),-76.5,37.244,https://www.ndbc.noaa.gov/station_page.php?station=44053,NOAA,,,
Ocean Buoy (NDBC),Goodwin Island Met Station (GDIV2),-76.404,37.222,https://www.ndbc.noaa.gov/station_page.php?station=GDIV2,NOAA,,,
Ocean Buoy (NDBC),VIMS Pier (VMSV2),-76.5,37.246,https://www.ndbc.noaa.gov/station_page.php?station=VMSV2,NOAA,,,
Ocean Buoy (NDBC),"Buzzards Bay, MA (260) (44085)",-71.032,41.387,https://www.ndbc.noaa.gov/station_page.php?station=44085,NOAA,,,
Ocean Buoy (NDBC),"Cape Cod Bay, MA (221) (44090)",-70.329,41.84,https://www.ndbc.noaa.gov/station_page.php?station=44090,NOAA,,,
Ocean Buoy (NDBC),Woods Hole Stratus Wave Station (32012),-85.078,-19.425,https://www.ndbc.noaa.gov/station_page.php?station=32012,NOAA,,,
Ocean Buoy (NDBC),Stratus (32ST0),-85,-22,https://www.ndbc.noaa.gov/station_page.php?station=32ST0,NOAA,,,
Ocean Buoy (NDBC),Woods Hole Northwest Tropical Atlantic Wave Station (41060),-51.017,14.824,https://www.ndbc.noaa.gov/station_page.php?station=41060,NOAA,,,
Ocean Buoy (NDBC),Woods Hole SPURS Wave Station (41061),-38,24.581,https://www.ndbc.noaa.gov/station_page.php?station=41061,NOAA,,,
Ocean Buoy (NDBC),NTAS - Northwest Tropical Atlantic (41NT0),-51,15,https://www.ndbc.noaa.gov/station_page.php?station=41NT0,NOAA,,,
Ocean Buoy (NDBC),Woods Hole Spurs Wave Station (43010),-125.032,10.051,https://www.ndbc.noaa.gov/station_page.php?station=43010,NOAA,,,
Ocean Buoy (NDBC),WHOTS - Woods Hole Ocean Time-series (51WH0),-158,22.75,https://www.ndbc.noaa.gov/station_page.php?station=51WH0,NOAA,,,
Rain Radar,Brewarrina,146.81,-29.96,http://www.bom.gov.au//products/IDR933.loop.shtml#skip,BoM,NSW/ACT,Australia,
Rain Radar,Canberra (Captain's Flat),149.51,-35.66,http://www.bom.gov.au//products/IDR403.loop.shtml#skip,BoM,NSW/ACT,Australia,
Rain Radar,Grafton,152.97,-29.62,http://www.bom.gov.au//products/IDR283.loop.shtml#skip,BoM,NSW/ACT,Australia,
Rain Radar,Hillston,145.52,-33.55,http://www.bom.gov.au//products/IDR943.loop.shtml#skip,BoM,NSW/ACT,Australia,
Rain Radar,Moree,149.85,-29.5,http://www.bom.gov.au//products/IDR533.loop.shtml#skip,BoM,NSW/ACT,Australia,
Rain Radar,Namoi (Blackjack Mountain),150.1915,-31.024,http://www.bom.gov.au//products/IDR693.loop.shtml#skip,BoM,NSW/ACT,Australia,
Rain Radar,Newcastle,152.027,-32.73,http://www.bom.gov.au//products/IDR043.loop.shtml#skip,BoM,NSW/ACT,Australia,
Rain Radar,Norfolk Island,167.933,-29.033,http://www.bom.gov.au//products/IDR623.loop.shtml#skip,BoM,NSW/ACT,Australia,
Rain Radar,Sydney (Terrey Hills),151.21,-33.701,http://www.bom.gov.au//products/IDR713.loop.shtml#skip,BoM,NSW/ACT,Australia,
Rain Radar,Wagga Wagga,147.47,-35.17,http://www.bom.gov.au//products/IDR553.loop.shtml#skip,BoM,NSW/ACT,Australia,
Rain Radar,Wollongong (Appin),150.874,-34.264,http://www.bom.gov.au//products/IDR033.loop.shtml#skip,BoM,NSW/ACT,Australia,
Rain Radar,Yeoval,148.7,-32.74,http://www.bom.gov.au//products/IDR963.loop.shtml#skip,BoM,NSW/ACT,Australia,
Rain Radar,Alice Springs,133.9,-23.82,http://www.bom.gov.au//products/IDR253.loop.shtml#skip,BoM,NT,Australia,
Rain Radar,Darwin/Berrimah,130.93,-12.46,http://www.bom.gov.au//products/IDR633.loop.shtml#skip,BoM,NT,Australia,
Rain Radar,Gove,136.82,-12.27,http://www.bom.gov.au//products/IDR1123.loop.shtml#skip,BoM,NT,Australia,
Rain Radar,Katherine/Tindal,132.45,-14.51,http://www.bom.gov.au//products/IDR423.loop.shtml#skip,BoM,NT,Australia,
Rain Radar,Warruwi,133.38,-11.6494,http://www.bom.gov.au//products/IDR773.loop.shtml#skip,BoM,NT,Australia,
Rain Radar,Bowen,148.08,-19.88,http://www.bom.gov.au//products/IDR243.loop.shtml#skip,BoM,Qld,Australia,
Rain Radar,Brisbane Airport,153.13,-27.39,http://www.bom.gov.au//products/IDR1053.loop.shtml#skip,BoM,Qld,Australia,
Rain Radar,Brisbane (Mt. Stapylton),153.24,-27.718,http://www.bom.gov.au//products/IDR663.loop.shtml#skip,BoM,Qld,Australia,
Rain Radar,Cairns,145.68,-16.82,http://www.bom.gov.au//products/IDR193.loop.shtml#skip,BoM,Qld,Australia,
Rain Radar,Emerald (Central Highlands),148.2392,-23.5494,http://www.bom.gov.au//products/IDR723.loop.shtml#skip,BoM,Qld,Australia,
Rain Radar,Gladstone,151.26,-23.86,http://www.bom.gov.au//products/IDR233.loop.shtml#skip,BoM,Qld,Australia,
Rain Radar,Greenvale,144.99,-18.99,http://www.bom.gov.au//products/IDR743.loop.shtml#skip,BoM,Qld,Australia,
Rain Radar,Gympie (Mt Kanigan),152.577,-25.957,http://www.bom.gov.au//products/IDR083.loop.shtml#skip,BoM,Qld,Australia,
Rain Radar,Longreach,144.29,-23.43,http://www.bom.gov.au//products/IDR563.loop.shtml#skip,BoM,Qld,Australia,
Rain Radar,Mackay,149.22,-21.12,http://www.bom.gov.au//products/IDR223.loop.shtml#skip,BoM,Qld,Australia,
Rain Radar,Marburg,152.54,-27.61,http://www.bom.gov.au//products/IDR503.loop.shtml#skip,BoM,Qld,Australia,
Rain Radar,Mornington Island,139.17,-16.67,http://www.bom.gov.au//products/IDR363.loop.shtml#skip,BoM,Qld,Australia,
Rain Radar,Mount Isa,139.5553,-20.7114,http://www.bom.gov.au//products/IDR753.loop.shtml#skip,BoM,Qld,Australia,
Rain Radar,Richmond,143.14,-20.75,http://www.bom.gov.au//products/IDR1073.loop.shtml#skip,BoM,Qld,Australia,
Rain Radar,Taroom,149.898,-25.696,http://www.bom.gov.au//products/IDR983.loop.shtml#skip,BoM,Qld,Australia,
Rain Radar,Townsville (Hervey Range),146.55,-19.42,http://www.bom.gov.au//products/IDR733.loop.shtml#skip,BoM,Qld,Australia,
Rain Radar,Warrego,147.35,-26.44,http://www.bom.gov.au//products/IDR673.loop.shtml#skip,BoM,Qld,Australia,
Rain Radar,Weipa,141.92,-12.67,http://www.bom.gov.au//products/IDR783.loop.shtml#skip,BoM,Qld,Australia,
Rain Radar,Willis Island,149.965,-16.288,http://www.bom.gov.au//products/IDR413.loop.shtml#skip,BoM,Qld,Australia,
Rain Radar,Adelaide (Buckland Park),138.469,-34.617,http://www.bom.gov.au//products/IDR643.loop.shtml#skip,BoM,SA,Australia,
Rain Radar,Adelaide (Sellicks Hill),138.5,-35.33,http://www.bom.gov.au//products/IDR463.loop.shtml#skip,BoM,SA,Australia,
Rain Radar,Ceduna,133.7,-32.13,http://www.bom.gov.au//products/IDR333.loop.shtml#skip,BoM,SA,Australia,
Rain Radar,Mt Gambier,140.77,-37.75,http://www.bom.gov.au//products/IDR143.loop.shtml#skip,BoM,SA,Australia,
Rain Radar,Woomera,136.8,-31.16,http://www.bom.gov.au//products/IDR273.loop.shtml#skip,BoM,SA,Australia,
Rain Radar,Hobart (Mt Koonya),147.8061,-43.1122,http://www.bom.gov.au//products/IDR763.loop.shtml#skip,BoM,Tas,Australia,
Rain Radar,West Takone,145.579,-41.181,http://www.bom.gov.au//products/IDR523.loop.shtml#skip,BoM,Tas,Australia,
Rain Radar,Hobart Airport,147.51,-42.83,http://www.bom.gov.au//products/IDR373.loop.shtml#skip,BoM,Tas,Australia,
Rain Radar,Melbourne,144.76,-37.86,http://www.bom.gov.au//products/IDR023.loop.shtml#skip,BoM,Vic,Australia,
Rain Radar,Mildura,141.59,-34.28,http://www.bom.gov.au//products/IDR973.loop.shtml#skip,BoM,Vic,Australia,
Rain Radar,Bairnsdale,147.56,-37.89,http://www.bom.gov.au//products/IDR683.loop.shtml#skip,BoM,Vic,Australia,
Rain Radar,Rainbow,142.01,-35.99,http://www.bom.gov.au//products/IDR953.loop.shtml#skip,BoM,Vic,Australia,
Rain Radar,Yarrawonga,146.03,-36.03,http://www.bom.gov.au//products/IDR493.loop.shtml#skip,BoM,Vic,Australia,
Rain Radar,Albany,117.8,-34.94,http://www.bom.gov.au//products/IDR313.loop.shtml#skip,BoM,WA,Australia,
Rain Radar,Broome,122.23,-17.95,http://www.bom.gov.au//products/IDR173.loop.shtml#skip,BoM,WA,Australia,
Rain Radar,Carnarvon,113.67,-24.88,http://www.bom.gov.au//products/IDR053.loop.shtml#skip,BoM,WA,Australia,
Rain Radar,Dampier,116.69,-20.65,http://www.bom.gov.au//products/IDR153.loop.shtml#skip,BoM,WA,Australia,
Rain Radar,South Doodlakine,117.95,-31.78,http://www.bom.gov.au//products/IDR583.loop.shtml#skip,BoM,WA,Australia,
Rain Radar,Esperance,121.89,-33.83,http://www.bom.gov.au//products/IDR323.loop.shtml#skip,BoM,WA,Australia,
Rain Radar,Geraldton,114.7,-28.8,http://www.bom.gov.au//products/IDR063.loop.shtml#skip,BoM,WA,Australia,
Rain Radar,Giles,128.3,-25.03,http://www.bom.gov.au//products/IDR443.loop.shtml#skip,BoM,WA,Australia,
Rain Radar,Halls Creek,127.66,-18.23,http://www.bom.gov.au//products/IDR393.loop.shtml#skip,BoM,WA,Australia,
Rain Radar,Kalgoorlie-Boulder,121.45,-30.79,http://www.bom.gov.au//products/IDR483.loop.shtml#skip,BoM,WA,Australia,
Rain Radar,Learmonth,114,-22.1,http://www.bom.gov.au//products/IDR293.loop.shtml#skip,BoM,WA,Australia,
Rain Radar,Newdegate,119.009,-33.097,http://www.bom.gov.au//products/IDR383.loop.shtml#skip,BoM,WA,Australia,
