DataType,Name,Longitude,Latitude,URL,Owner,State,Country,Notes
Ocean Buoy (NDBC),-62126,-3.6,53.9,https://www.ndbc.noaa.gov/station_page.php?station=62126,NOAA,,,
Ocean Buoy (NDBC),Cleeton AWS (62127),0.7,54,https://www.ndbc.noaa.gov/station_page.php?station=62127,NOAA,,,
Ocean Buoy (NDBC),Brae A (62130),1.3,58.7,https://www.ndbc.noaa.gov/station_page.php?station=62130,NOAA,,,
Ocean Buoy (NDBC),Trent (62135),1.6,54.2,https://www.ndbc.noaa.gov/station_page.php?station=62135,NOAA,,,
Ocean Buoy (NDBC),North Sea (62142),2.101,53,https://www.ndbc.noaa.gov/station_page.php?station=62142,NOAA,,,
Ocean Buoy (NDBC),Clipper AWS (62144),1.7,53.4,https://www.ndbc.noaa.gov/station_page.php?station=62144,NOAA,,,
Ocean Buoy (NDBC),North Sea (62145),2.8,53.102,https://www.ndbc.noaa.gov/station_page.php?station=62145,NOAA,,,
Ocean Buoy (NDBC),Lomond AWS (62146),2.1,57.2,https://www.ndbc.noaa.gov/station_page.php?station=62146,NOAA,,,
Ocean Buoy (NDBC),Galaxy 111 (62147),4.7,55.7,https://www.ndbc.noaa.gov/station_page.php?station=62147,NOAA,,,
Ocean Buoy (NDBC),Barque AWS (62148),1.5,53.6,https://www.ndbc.noaa.gov/station_page.php?station=62148,NOAA,,,
Ocean Buoy (NDBC),West Sole &quot;A&quot; AWS (62149),1.1,53.7,https://www.ndbc.noaa.gov/station_page.php?station=62149,NOAA,,,
Ocean Buoy (NDBC),Amethyst AWS (62150),0.7,53.6,https://www.ndbc.noaa.gov/station_page.php?station=62150,NOAA,,,
Ocean Buoy (NDBC),Anasuria AWS (62164),0.8,57.2,https://www.ndbc.noaa.gov/station_page.php?station=62164,NOAA,,,
Ocean Buoy (NDBC),Ravenspurn North AWS (62165),1.1,54,https://www.ndbc.noaa.gov/station_page.php?station=62165,NOAA,,,
Ocean Buoy (NDBC),Thames (62166),2.5,53,https://www.ndbc.noaa.gov/station_page.php?station=62166,NOAA,,,
Ocean Buoy (NDBC),Brent &quot;B&quot; AWS (63105),1.692,61,https://www.ndbc.noaa.gov/station_page.php?station=63105,NOAA,,,
Ocean Buoy (NDBC),Beryl A AWS (63110),1.5,59.5,https://www.ndbc.noaa.gov/station_page.php?station=63110,NOAA,,,
Ocean Buoy (NDBC),Cormorant AWS (63112),1,61.1,https://www.ndbc.noaa.gov/station_page.php?station=63112,NOAA,,,
Ocean Buoy (NDBC),Brent &quot;A&quot; AWS (63113),1.708,61,https://www.ndbc.noaa.gov/station_page.php?station=63113,NOAA,,,
Ocean Buoy (NDBC),Magnus AWS (63115),1.3,61.6,https://www.ndbc.noaa.gov/station_page.php?station=63115,NOAA,,,
Ocean Buoy (NDBC),Eider AWS (63117),1.1,61.4,https://www.ndbc.noaa.gov/station_page.php?station=63117,NOAA,,,
Ocean Buoy (NDBC),"9757809 - Arecibo, PR (AROP4)",-66.702,18.48,https://www.ndbc.noaa.gov/station_page.php?station=AROP4,NOAA,,,
Ocean Buoy (NDBC),"9759412 - Aquadilla, PR (AUDP4)",-67.165,18.457,https://www.ndbc.noaa.gov/station_page.php?station=AUDP4,NOAA,,,
Ocean Buoy (NDBC),"9753216 - Fajardo, PR (FRDP4)",-65.631,18.335,https://www.ndbc.noaa.gov/station_page.php?station=FRDP4,NOAA,,,
Ocean Buoy (NDBC),"9758053 - Penuelas, PR (PLSP4)",-66.762,17.973,https://www.ndbc.noaa.gov/station_page.php?station=PLSP4,NOAA,,,
Ocean Buoy (NDBC),"9752619 - Isabel Segunda, Vieques Island, PR (VQSP4)",-65.444,18.153,https://www.ndbc.noaa.gov/station_page.php?station=VQSP4,NOAA,,,
Ocean Buoy (NDBC),"9754228 - Yabucoa Harbor, PR (YABP4)",-65.833,18.055,https://www.ndbc.noaa.gov/station_page.php?station=YABP4,NOAA,,,
Ocean Buoy (NDBC),"Erie Nearshore Buoy, Erie, PA (45167)",-80.135,42.185,https://www.ndbc.noaa.gov/station_page.php?station=45167,NOAA,,,
Ocean Buoy (NDBC),-14040,67,-8,https://www.ndbc.noaa.gov/station_page.php?station=14040,NOAA,,,
Ocean Buoy (NDBC),-14041,55,-8,https://www.ndbc.noaa.gov/station_page.php?station=14041,NOAA,,,
Ocean Buoy (NDBC),-14043,67,-12,https://www.ndbc.noaa.gov/station_page.php?station=14043,NOAA,,,
Ocean Buoy (NDBC),-14047,57,-4,https://www.ndbc.noaa.gov/station_page.php?station=14047,NOAA,,,
Ocean Buoy (NDBC),-14048,65,-8,https://www.ndbc.noaa.gov/station_page.php?station=14048,NOAA,,,
Ocean Buoy (NDBC),-14049,65,-12,https://www.ndbc.noaa.gov/station_page.php?station=14049,NOAA,,,
Ocean Buoy (NDBC),-23001,81,0,https://www.ndbc.noaa.gov/station_page.php?station=23001,NOAA,,,
Ocean Buoy (NDBC),-23003,81,-2,https://www.ndbc.noaa.gov/station_page.php?station=23003,NOAA,,,
Ocean Buoy (NDBC),-23004,90,0,https://www.ndbc.noaa.gov/station_page.php?station=23004,NOAA,,,
Ocean Buoy (NDBC),-23006,90,4,https://www.ndbc.noaa.gov/station_page.php?station=23006,NOAA,,,
Ocean Buoy (NDBC),-23007,90,8,https://www.ndbc.noaa.gov/station_page.php?station=23007,NOAA,,,
Ocean Buoy (NDBC),-23008,90,12,https://www.ndbc.noaa.gov/station_page.php?station=23008,NOAA,,,
Ocean Buoy (NDBC),-23009,90,15,https://www.ndbc.noaa.gov/station_page.php?station=23009,NOAA,,,
Ocean Buoy (NDBC),-23010,81,-4,https://www.ndbc.noaa.gov/station_page.php?station=23010,NOAA,,,
Ocean Buoy (NDBC),-23011,65,15,https://www.ndbc.noaa.gov/station_page.php?station=23011,NOAA,,,
Ocean Buoy (NDBC),-23012,67,8,https://www.ndbc.noaa.gov/station_page.php?station=23012,NOAA,,,
Ocean Buoy (NDBC),-23013,67,4,https://www.ndbc.noaa.gov/station_page.php?station=23013,NOAA,,,
Ocean Buoy (NDBC),-23014,67,2,https://www.ndbc.noaa.gov/station_page.php?station=23014,NOAA,,,
Ocean Buoy (NDBC),-23015,67,0,https://www.ndbc.noaa.gov/station_page.php?station=23015,NOAA,,,
Ocean Buoy (NDBC),-23016,67,-2,https://www.ndbc.noaa.gov/station_page.php?station=23016,NOAA,,,
Ocean Buoy (NDBC),-23017,67,-4,https://www.ndbc.noaa.gov/station_page.php?station=23017,NOAA,,,
Ocean Buoy (NDBC),-23019,65,-4,https://www.ndbc.noaa.gov/station_page.php?station=23019,NOAA,,,
Ocean Buoy (NDBC),-53005,81,-8,https://www.ndbc.noaa.gov/station_page.php?station=53005,NOAA,,,
Ocean Buoy (NDBC),-53006,81,-12,https://www.ndbc.noaa.gov/station_page.php?station=53006,NOAA,,,
Ocean Buoy (NDBC),-53009,93,-12,https://www.ndbc.noaa.gov/station_page.php?station=53009,NOAA,,,
Ocean Buoy (NDBC),-53040,95,-8,https://www.ndbc.noaa.gov/station_page.php?station=53040,NOAA,,,
Ocean Buoy (NDBC),-53056,95,-5,https://www.ndbc.noaa.gov/station_page.php?station=53056,NOAA,,,
Ocean Buoy (NDBC),-53057,90,-2,https://www.ndbc.noaa.gov/station_page.php?station=53057,NOAA,,,
Ocean Buoy (NDBC),-56053,81,-16,https://www.ndbc.noaa.gov/station_page.php?station=56053,NOAA,,,
Ocean Buoy (NDBC),-56055,100,-25,https://www.ndbc.noaa.gov/station_page.php?station=56055,NOAA,,,
Ocean Buoy (NDBC),Salmon Unlimited Wisconsin (45199),-87.647,42.702,https://www.ndbc.noaa.gov/station_page.php?station=45199,NOAA,,,
Ocean Buoy (NDBC),SCCOOS San Diego Mooring (46233),-117.32,32.936,https://www.ndbc.noaa.gov/station_page.php?station=46233,NOAA,,,
Ocean Buoy (NDBC),"Floripa, Brazil (109) (31201)",-48.134,-27.705,https://www.ndbc.noaa.gov/station_page.php?station=31201,NOAA,,,
Ocean Buoy (NDBC),"Wilmington Harbor, NC - (200) (41108)",-78.016,33.721,https://www.ndbc.noaa.gov/station_page.php?station=41108,NOAA,,,
Ocean Buoy (NDBC),"New River Inlet, NC - (190) (41109)",-77.3,34.484,https://www.ndbc.noaa.gov/station_page.php?station=41109,NOAA,,,
Ocean Buoy (NDBC),"Offshore Fernandina Beach, FL (132) (41112)",-81.292,30.709,https://www.ndbc.noaa.gov/station_page.php?station=41112,NOAA,,,
Ocean Buoy (NDBC),"Cape Canaveral Nearshore, FL (143) (41113)",-80.533,28.4,https://www.ndbc.noaa.gov/station_page.php?station=41113,NOAA,,,
Ocean Buoy (NDBC),"Fort Pierce, FL (134) (41114)",-80.216,27.552,https://www.ndbc.noaa.gov/station_page.php?station=41114,NOAA,,,
Ocean Buoy (NDBC),"Oculina Bank North, FL (227) (41116)",-80.188,28.523,https://www.ndbc.noaa.gov/station_page.php?station=41116,NOAA,,,
Ocean Buoy (NDBC),"Chester Shoal, FL (228) (41118)",-80.59,28.609,https://www.ndbc.noaa.gov/station_page.php?station=41118,NOAA,,,
Ocean Buoy (NDBC),"Cape Hatteras East, NC (250) (41120)",-75.285,35.258,https://www.ndbc.noaa.gov/station_page.php?station=41120,NOAA,,,
Ocean Buoy (NDBC),"Hollywood Beach, FL (265) (41122)",-80.096,26.001,https://www.ndbc.noaa.gov/station_page.php?station=41122,NOAA,,,
Ocean Buoy (NDBC),"Christiansted, St. Croix, Virgin Islands (41140)",-64.723,17.769,https://www.ndbc.noaa.gov/station_page.php?station=41140,NOAA,,,
Ocean Buoy (NDBC),"Fareham, St. Croix, Virgin Islands (41141)",-64.635,17.684,https://www.ndbc.noaa.gov/station_page.php?station=41141,NOAA,,,
Ocean Buoy (NDBC),"Southwest Pass Entrance W, LA (256) (42084)",-89.649,28.988,https://www.ndbc.noaa.gov/station_page.php?station=42084,NOAA,,,
Ocean Buoy (NDBC),"Trinity Shoal, LA (255) (42091)",-92.506,29.087,https://www.ndbc.noaa.gov/station_page.php?station=42091,NOAA,,,
Ocean Buoy (NDBC),"Grand Isle, LA (246) (42094)",-89.907,29.085,https://www.ndbc.noaa.gov/station_page.php?station=42094,NOAA,,,
Ocean Buoy (NDBC),"Offshore St. Petersburg, FL (144) (42099)",-84.275,27.349,https://www.ndbc.noaa.gov/station_page.php?station=42099,NOAA,,,
Ocean Buoy (NDBC),"Bethany Beach, DE (263) (44084)",-75.044,38.537,https://www.ndbc.noaa.gov/station_page.php?station=44084,NOAA,,,
Ocean Buoy (NDBC),"Virginia Beach Offshore, VA (171) (44088)",-74.841,36.614,https://www.ndbc.noaa.gov/station_page.php?station=44088,NOAA,,,
Ocean Buoy (NDBC),"Fire Island Nearshore, NY (207) (44094)",-73.106,40.585,https://www.ndbc.noaa.gov/station_page.php?station=44094,NOAA,,,
Ocean Buoy (NDBC),"Cape Charles, VA (186) (44096)",-75.809,37.023,https://www.ndbc.noaa.gov/station_page.php?station=44096,NOAA,,,
Ocean Buoy (NDBC),"Block Island, RI  (154) (44097)",-71.124,40.967,https://www.ndbc.noaa.gov/station_page.php?station=44097,NOAA,,,
Ocean Buoy (NDBC),"Cape Henry, VA (147) (44099)",-75.722,36.915,https://www.ndbc.noaa.gov/station_page.php?station=44099,NOAA,,,
Ocean Buoy (NDBC),"Duck FRF 26m, NC (430) (44100)",-75.593,36.258,https://www.ndbc.noaa.gov/station_page.php?station=44100,NOAA,,,
Ocean Buoy (NDBC),"Halifax Harbor, NS, Canada - 176 (44172)",-63.408,44.5,https://www.ndbc.noaa.gov/station_page.php?station=44172,NOAA,,,
Ocean Buoy (NDBC),"Rawley Point East, WI (269) (45210)",-87.05,44.055,https://www.ndbc.noaa.gov/station_page.php?station=45210,NOAA,,,
Ocean Buoy (NDBC),"Grand Island North, MI (268) (45211)",-86.568,46.973,https://www.ndbc.noaa.gov/station_page.php?station=45211,NOAA,,,
Ocean Buoy (NDBC),"West Monterey Bay, CA (185) (46114)",-122.343,36.7,https://www.ndbc.noaa.gov/station_page.php?station=46114,NOAA,,,
Ocean Buoy (NDBC),"Grays Harbor, WA (036) (46211)",-124.244,46.857,https://www.ndbc.noaa.gov/station_page.php?station=46211,NOAA,,,
Ocean Buoy (NDBC),"Humboldt Bay South Spit, CA (128) (46212)",-124.313,40.753,https://www.ndbc.noaa.gov/station_page.php?station=46212,NOAA,,,
Ocean Buoy (NDBC),"Cape Mendocino, CA (094) (46213)",-124.732,40.295,https://www.ndbc.noaa.gov/station_page.php?station=46213,NOAA,,,
Ocean Buoy (NDBC),"Point Reyes, CA (029) (46214)",-123.463,37.937,https://www.ndbc.noaa.gov/station_page.php?station=46214,NOAA,,,
Ocean Buoy (NDBC),"Diablo Canyon, CA (076) (46215)",-120.859,35.204,https://www.ndbc.noaa.gov/station_page.php?station=46215,NOAA,,,
Ocean Buoy (NDBC),"Goleta Point, CA (107) (46216)",-119.803,34.333,https://www.ndbc.noaa.gov/station_page.php?station=46216,NOAA,,,
Ocean Buoy (NDBC),"Anacapa Passage, CA (111) (46217)",-119.435,34.167,https://www.ndbc.noaa.gov/station_page.php?station=46217,NOAA,,,
Ocean Buoy (NDBC),"Harvest, CA (071) (46218)",-120.78,34.452,https://www.ndbc.noaa.gov/station_page.php?station=46218,NOAA,,,
Ocean Buoy (NDBC),"San Nicolas Island, CA (067) (46219)",-119.872,33.219,https://www.ndbc.noaa.gov/station_page.php?station=46219,NOAA,,,
Ocean Buoy (NDBC),"El Porto, CA (125) (46220)",-118.446,33.897,https://www.ndbc.noaa.gov/station_page.php?station=46220,NOAA,,,
Ocean Buoy (NDBC),"Santa Monica Bay, CA (028) (46221)",-118.641,33.86,https://www.ndbc.noaa.gov/station_page.php?station=46221,NOAA,,,
Ocean Buoy (NDBC),"San Pedro, CA (092) (46222)",-118.317,33.618,https://www.ndbc.noaa.gov/station_page.php?station=46222,NOAA,,,
Ocean Buoy (NDBC),"Dana Point, CA (096) (46223)",-117.767,33.458,https://www.ndbc.noaa.gov/station_page.php?station=46223,NOAA,,,
Ocean Buoy (NDBC),"Oceanside Offshore, CA (045) (46224)",-117.472,33.178,https://www.ndbc.noaa.gov/station_page.php?station=46224,NOAA,,,
Ocean Buoy (NDBC),"Torrey Pines Outer, CA (100) (46225)",-117.391,32.933,https://www.ndbc.noaa.gov/station_page.php?station=46225,NOAA,,,
Ocean Buoy (NDBC),"Point La Jolla, CA (095) (46226)",-117.353,32.848,https://www.ndbc.noaa.gov/station_page.php?station=46226,NOAA,,,
Ocean Buoy (NDBC),"Point Loma, CA (091) (46227)",-117.444,32.632,https://www.ndbc.noaa.gov/station_page.php?station=46227,NOAA,,,
Ocean Buoy (NDBC),"Pitas Point, CA (130) (46228)",-119.417,34.317,https://www.ndbc.noaa.gov/station_page.php?station=46228,NOAA,,,
Ocean Buoy (NDBC),"UMPQUA OFFSHORE, OR (139) (46229)",-124.549,43.772,https://www.ndbc.noaa.gov/station_page.php?station=46229,NOAA,,,
Ocean Buoy (NDBC),"Huntington Beach Nearshore, CA (172) (46230)",-118.012,33.623,https://www.ndbc.noaa.gov/station_page.php?station=46230,NOAA,,,
Ocean Buoy (NDBC),"Mission Bay, CA (093) (46231)",-117.37,32.747,https://www.ndbc.noaa.gov/station_page.php?station=46231,NOAA,,,
Ocean Buoy (NDBC),"Point Loma South, CA  (191) (46232)",-117.425,32.517,https://www.ndbc.noaa.gov/station_page.php?station=46232,NOAA,,,
Ocean Buoy (NDBC),"Port Hueneme Nearshore, CA (141) (46234)",-119.168,34.1,https://www.ndbc.noaa.gov/station_page.php?station=46234,NOAA,,,
Ocean Buoy (NDBC),"Imperial Beach Nearshore, CA (155) (46235)",-117.169,32.57,https://www.ndbc.noaa.gov/station_page.php?station=46235,NOAA,,,
Ocean Buoy (NDBC),"Monterey Canyon Outer, CA  (156) (46236)",-121.949,36.76,https://www.ndbc.noaa.gov/station_page.php?station=46236,NOAA,,,
Ocean Buoy (NDBC),"San Francisco Bar, CA  (142) (46237)",-122.634,37.788,https://www.ndbc.noaa.gov/station_page.php?station=46237,NOAA,,,
Ocean Buoy (NDBC),"Santa Cruz Basin, CA (167) (46238)",-119.55,33.76,https://www.ndbc.noaa.gov/station_page.php?station=46238,NOAA,,,
Ocean Buoy (NDBC),"Point Sur, CA (157) (46239)",-122.104,36.335,https://www.ndbc.noaa.gov/station_page.php?station=46239,NOAA,,,
Ocean Buoy (NDBC),"Cabrillo Point, Monterey Bay, CA  (158) (46240)",-121.907,36.626,https://www.ndbc.noaa.gov/station_page.php?station=46240,NOAA,,,
Ocean Buoy (NDBC),"San Elijo Nearshore, CA (161) (46241)",-117.292,33.003,https://www.ndbc.noaa.gov/station_page.php?station=46241,NOAA,,,
Ocean Buoy (NDBC),"Camp Pendleton Nearshore, CA  (043) (46242)",-117.439,33.22,https://www.ndbc.noaa.gov/station_page.php?station=46242,NOAA,,,
Ocean Buoy (NDBC),"Clatsop Spit, OR (162) (46243)",-124.128,46.216,https://www.ndbc.noaa.gov/station_page.php?station=46243,NOAA,,,
Ocean Buoy (NDBC),"Humboldt Bay, North Spit, CA (168) (46244)",-124.357,40.896,https://www.ndbc.noaa.gov/station_page.php?station=46244,NOAA,,,
Ocean Buoy (NDBC),"Ventura Nearshore, CA - 169 (46245)",-119.308,34.251,https://www.ndbc.noaa.gov/station_page.php?station=46245,NOAA,,,
Ocean Buoy (NDBC),"San Francisco Offshore, CA  (180) (46247)",-122.833,37.753,https://www.ndbc.noaa.gov/station_page.php?station=46247,NOAA,,,
Ocean Buoy (NDBC),"Astoria Canyon, OR  (179) (46248)",-124.64,46.133,https://www.ndbc.noaa.gov/station_page.php?station=46248,NOAA,,,
Ocean Buoy (NDBC),"Santa Cruz Island South, CA (182) (46249)",-119.708,33.821,https://www.ndbc.noaa.gov/station_page.php?station=46249,NOAA,,,
Ocean Buoy (NDBC),"Point Mugu Offshore, CA - 184 (46250)",-119.09,34.034,https://www.ndbc.noaa.gov/station_page.php?station=46250,NOAA,,,
Ocean Buoy (NDBC),"Santa Cruz Basin, CA (203) (46251)",-119.565,33.769,https://www.ndbc.noaa.gov/station_page.php?station=46251,NOAA,,,
Ocean Buoy (NDBC),"San Pedro South, CA (213) (46253)",-118.181,33.576,https://www.ndbc.noaa.gov/station_page.php?station=46253,NOAA,,,
Ocean Buoy (NDBC),"SCRIPPS Nearshore, CA (201) (46254)",-117.267,32.868,https://www.ndbc.noaa.gov/station_page.php?station=46254,NOAA,,,
Ocean Buoy (NDBC),"Long Beach Channel, CA (215) (46256)",-118.201,33.7,https://www.ndbc.noaa.gov/station_page.php?station=46256,NOAA,,,
Ocean Buoy (NDBC),"Harvest Southeast, CA (216) (46257)",-120.766,34.439,https://www.ndbc.noaa.gov/station_page.php?station=46257,NOAA,,,
Ocean Buoy (NDBC),"Mission Bay West, CA (220) (46258)",-117.502,32.749,https://www.ndbc.noaa.gov/station_page.php?station=46258,NOAA,,,
Ocean Buoy (NDBC),"Santa Barbara Island North, CA (234) (46262)",-119.004,33.704,https://www.ndbc.noaa.gov/station_page.php?station=46262,NOAA,,,
Ocean Buoy (NDBC),"Angeles Point, WA (248) (46267)",-123.607,48.173,https://www.ndbc.noaa.gov/station_page.php?station=46267,NOAA,,,
Ocean Buoy (NDBC),"Topanga Nearshore, CA (103) (46268)",-118.578,34.022,https://www.ndbc.noaa.gov/station_page.php?station=46268,NOAA,,,
Ocean Buoy (NDBC),"Point Santa Cruz, CA (254) (46269)",-122.034,36.934,https://www.ndbc.noaa.gov/station_page.php?station=46269,NOAA,,,
Ocean Buoy (NDBC),"Torrey Pines Inner, CA (101) (46273)",-117.277,32.926,https://www.ndbc.noaa.gov/station_page.php?station=46273,NOAA,,,
Ocean Buoy (NDBC),"Leucadia Nearshore, CA (262) (46274)",-117.314,33.062,https://www.ndbc.noaa.gov/station_page.php?station=46274,NOAA,,,
Ocean Buoy (NDBC),"Red Beach Nearshore, CA (264) (46275)",-117.5,33.29,https://www.ndbc.noaa.gov/station_page.php?station=46275,NOAA,,,
Ocean Buoy (NDBC),"Pajaro Beach, CA (266) (46276)",-121.825,36.845,https://www.ndbc.noaa.gov/station_page.php?station=46276,NOAA,,,
Ocean Buoy (NDBC),"Green Beach Offshore, CA (271) (46277)",-117.659,33.336,https://www.ndbc.noaa.gov/station_page.php?station=46277,NOAA,,,
Ocean Buoy (NDBC),"Tillamook Bay South Jetty, OR (270) (46278)",-123.991,45.561,https://www.ndbc.noaa.gov/station_page.php?station=46278,NOAA,,,
Ocean Buoy (NDBC),"Pajaro Beach South, CA (267) (46279)",-121.82,36.838,https://www.ndbc.noaa.gov/station_page.php?station=46279,NOAA,,,
Ocean Buoy (NDBC),"Barbers Point, HI  (164) (51200)",-158.303,21.096,https://www.ndbc.noaa.gov/station_page.php?station=51200,NOAA,,,
Ocean Buoy (NDBC),"La Jolla, CA (073) (LJPC1)",-117.257,32.867,https://www.ndbc.noaa.gov/station_page.php?station=LJPC1,NOAA,,,
Ocean Buoy (NDBC),Camden Bay (Shell Arctic) (48211),-146.04,70.37,https://www.ndbc.noaa.gov/station_page.php?station=48211,NOAA,,,
Ocean Buoy (NDBC),Harrison Bay (Shell Arctic) (48212),-150.279,70.874,https://www.ndbc.noaa.gov/station_page.php?station=48212,NOAA,,,
Ocean Buoy (NDBC),Burger (48213),-164.133,71.502,https://www.ndbc.noaa.gov/station_page.php?station=48213,NOAA,,,
Ocean Buoy (NDBC),Klondike (MOB1) (48214),-165.248,70.872,https://www.ndbc.noaa.gov/station_page.php?station=48214,NOAA,,,
Ocean Buoy (NDBC),Crackerjack (Shell Arctic) (48216),-167.952,71.758,https://www.ndbc.noaa.gov/station_page.php?station=48216,NOAA,,,
Ocean Buoy (NDBC),Wide Bay (Shell) (46126),-166.602,53.951,https://www.ndbc.noaa.gov/station_page.php?station=46126,NOAA,,,
Ocean Buoy (NDBC),-48677,0,0,https://www.ndbc.noaa.gov/station_page.php?station=48677,NOAA,,,
Ocean Buoy (NDBC),-48678,0,0,https://www.ndbc.noaa.gov/station_page.php?station=48678,NOAA,,,
Ocean Buoy (NDBC),-48679,0,0,https://www.ndbc.noaa.gov/station_page.php?station=48679,NOAA,,,
Ocean Buoy (NDBC),-48680,0,0,https://www.ndbc.noaa.gov/station_page.php?station=48680,NOAA,,,
Ocean Buoy (NDBC),Cognac (CGCL1),-89.056,28.791,https://www.ndbc.noaa.gov/station_page.php?station=CGCL1,NOAA,,,
Ocean Buoy (NDBC),Shell West Delta 143 (WDEL1),-89.551,28.662,https://www.ndbc.noaa.gov/station_page.php?station=WDEL1,NOAA,,,
Ocean Buoy (NDBC),U.S. Navy Tower M2R6 GA (SKMG1),-80.236,31.534,https://www.ndbc.noaa.gov/station_page.php?station=SKMG1,NOAA,,,
Ocean Buoy (NDBC),U.S. Navy Tower R2 GA (SPAG1),-80.567,31.375,https://www.ndbc.noaa.gov/station_page.php?station=SPAG1,NOAA,,,
Ocean Buoy (NDBC),U.S. Navy Tower R8 GA (TYBG1),-79.925,31.633,https://www.ndbc.noaa.gov/station_page.php?station=TYBG1,NOAA,,,
Ocean Buoy (NDBC),"Folly Beach Pier, SC (FBPS1)",-79.938,32.652,https://www.ndbc.noaa.gov/station_page.php?station=FBPS1,NOAA,,,
Ocean Buoy (NDBC),"Springmaid pier, SC (SMBS1)",-78.918,33.655,https://www.ndbc.noaa.gov/station_page.php?station=SMBS1,NOAA,,,
Ocean Buoy (NDBC),Hanna Shoal (MOB3) (48215),-164.133,71.502,https://www.ndbc.noaa.gov/station_page.php?station=48215,NOAA,,,
Ocean Buoy (NDBC),"Atlantic City Marina, NJ (ACMN4)",-74.42,39.38,https://www.ndbc.noaa.gov/station_page.php?station=ACMN4,NOAA,,,
Ocean Buoy (NDBC),"Avalon, NJ (AVAN4)",-74.72,39.09,https://www.ndbc.noaa.gov/station_page.php?station=AVAN4,NOAA,,,
Ocean Buoy (NDBC),"Brant Beach, NJ (BRBN4)",-74.2,39.61,https://www.ndbc.noaa.gov/station_page.php?station=BRBN4,NOAA,,,
Ocean Buoy (NDBC),"Ocean Grove, NJ (OCGN4)",-74.004,40.209,https://www.ndbc.noaa.gov/station_page.php?station=OCGN4,NOAA,,,
Ocean Buoy (NDBC),"Sea Girt, NJ (SGRN4)",-74.03,40.12,https://www.ndbc.noaa.gov/station_page.php?station=SGRN4,NOAA,,,
Ocean Buoy (NDBC),Great South Bay (44069),-73.087,40.699,https://www.ndbc.noaa.gov/station_page.php?station=44069,NOAA,,,
Ocean Buoy (NDBC),"1 NM SE of Valcour Island, NY (45178)",-73.394,44.603,https://www.ndbc.noaa.gov/station_page.php?station=45178,NOAA,,,
Ocean Buoy (NDBC),Champlain Bridge Buoy (45188),-73.423,44.094,https://www.ndbc.noaa.gov/station_page.php?station=45188,NOAA,,,
Ocean Buoy (NDBC),Stannard Rock Buoy (45179),-87.224,47.195,https://www.ndbc.noaa.gov/station_page.php?station=45179,NOAA,,,
Ocean Buoy (NDBC),TGLO TABS Buoy B (42043),-94.899,28.982,https://www.ndbc.noaa.gov/station_page.php?station=42043,NOAA,,,
Ocean Buoy (NDBC),TGLO TABS Buoy J (42044),-97.051,26.191,https://www.ndbc.noaa.gov/station_page.php?station=42044,NOAA,,,
Ocean Buoy (NDBC),TGLO TABS Buoy K (42045),-96.5,26.217,https://www.ndbc.noaa.gov/station_page.php?station=42045,NOAA,,,
Ocean Buoy (NDBC),GERG Flower Gardens Buoy N (42046),-94.037,27.89,https://www.ndbc.noaa.gov/station_page.php?station=42046,NOAA,,,
Ocean Buoy (NDBC),GERG Flower Gardens Buoy V (42047),-93.597,27.897,https://www.ndbc.noaa.gov/station_page.php?station=42047,NOAA,,,
Ocean Buoy (NDBC),TABS D (42048),-96.843,27.939,https://www.ndbc.noaa.gov/station_page.php?station=42048,NOAA,,,
Ocean Buoy (NDBC),TABS W (42049),-96.006,28.351,https://www.ndbc.noaa.gov/station_page.php?station=42049,NOAA,,,
Ocean Buoy (NDBC),TABS F (42050),-94.242,28.842,https://www.ndbc.noaa.gov/station_page.php?station=42050,NOAA,,,
Ocean Buoy (NDBC),TABS R (42051),-93.642,29.635,https://www.ndbc.noaa.gov/station_page.php?station=42051,NOAA,,,
Ocean Buoy (NDBC),"8775241 - Aransas, Aransas Pass, TX (ANPT2)",-97.039,27.837,https://www.ndbc.noaa.gov/station_page.php?station=ANPT2,NOAA,,,
Ocean Buoy (NDBC),"8774230 - Aransas Wildlife Refuge, TX (AWRT2)",-96.796,28.227,https://www.ndbc.noaa.gov/station_page.php?station=AWRT2,NOAA,,,
Ocean Buoy (NDBC),"8776604 - Baffin Bay, TX (BABT2)",-97.405,27.297,https://www.ndbc.noaa.gov/station_page.php?station=BABT2,NOAA,,,
Ocean Buoy (NDBC),"8779749 - SPI Brazos Santiago, TX (BZST2)",-97.155,26.067,https://www.ndbc.noaa.gov/station_page.php?station=BZST2,NOAA,,,
Ocean Buoy (NDBC),"8770933 - Clear Lake, TX (CLLT2)",-95.067,29.563,https://www.ndbc.noaa.gov/station_page.php?station=CLLT2,NOAA,,,
Ocean Buoy (NDBC),"8774513 - Copano Bay, TX (CPNT2)",-97.024,28.114,https://www.ndbc.noaa.gov/station_page.php?station=CPNT2,NOAA,,,
Ocean Buoy (NDBC),"8773146 - Matagorda City, TX (EMAT2)",-95.914,28.71,https://www.ndbc.noaa.gov/station_page.php?station=EMAT2,NOAA,,,
Ocean Buoy (NDBC),"8771013 - Eagle Point, TX (EPTT2)",-94.917,29.481,https://www.ndbc.noaa.gov/station_page.php?station=EPTT2,NOAA,,,
Ocean Buoy (NDBC),021: Galveston Pleasure Pier; Gulf of Mexico (GLPT2),-94.794,29.3,https://www.ndbc.noaa.gov/station_page.php?station=GLPT2,NOAA,,,
