bom_stn_num,name,lat,long,state,location_types,forecast_site_classification,basin,agency,featreal,objectid,URL
535023,Bingegang H/W Tm,-23.0769,149.0314,qld,rain gauge;water level gauge;,data,Fitzroy River (Qld),"Department of Regional Development, Manufacturing and Water",2024/10/10 00:00:00,12397,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60339.html
535025,Comet Weir Tm,-23.6111,148.5506,qld,rain gauge;water level gauge;,data,Fitzroy River (Qld),"Department of Regional Development, Manufacturing and Water",2024/10/10 00:00:00,12398,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60339.html
535028,Clermont Tm,-22.7992,147.5758,qld,rain gauge;water level gauge;model point;,information,Fitzroy River (Qld),"Department of Regional Development, Manufacturing and Water",2024/10/10 00:00:00,12400,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60339.html
535029,Craigmore Tm,-23.8903,147.7553,qld,rain gauge;water level gauge;,data,Fitzroy River (Qld),"Department of Regional Development, Manufacturing and Water",2024/10/10 00:00:00,12401,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60339.html
535032,Utopia Downs Tm,-25.7444,149.3342,qld,rain gauge;water level gauge;model point;,information,Fitzroy River (Qld),"Department of Regional Development, Manufacturing and Water",2024/10/10 00:00:00,12402,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60339.html
535038,Wharton Creek Alert,-24.6283,147.4031,qld,rain gauge;,data,Fitzroy River (Qld),Central Highlands Regional Council,2024/10/10 00:00:00,12403,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60339.html
535042,Springsure Al,-24.1238,148.0889,qld,rain gauge;,data,Fitzroy River (Qld),Central Highlands Regional Council,2024/10/10 00:00:00,12404,
535046,Riley'S Crossing Tm,-23.5436,148.6061,qld,rain gauge;water level gauge;,data,Fitzroy River (Qld),"Department of Regional Development, Manufacturing and Water",2024/10/10 00:00:00,12407,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60339.html
535048,Boxvale Tm,-25.4158,148.6214,qld,rain gauge;,data,Fitzroy River (Qld),"Department of Regional Development, Manufacturing and Water",2024/10/10 00:00:00,12408,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60339.html
535049,La Palma Tm,-25.3911,149.7908,qld,rain gauge;water level gauge;model point;,data,Fitzroy River (Qld),"Department of Regional Development, Manufacturing and Water",2024/10/10 00:00:00,12409,
535050,Roundstone Creek Tm,-24.625,149.7886,qld,rain gauge;water level gauge;model point;,data,Fitzroy River (Qld),"Department of Regional Development, Manufacturing and Water",2024/10/10 00:00:00,12410,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60339.html
535052,Lake Brown Tm,-24.8436,148.6925,qld,rain gauge;water level gauge;model point;,data,Fitzroy River (Qld),"Department of Regional Development, Manufacturing and Water",2024/10/10 00:00:00,12411,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60339.html
535053,Violet Grove Tm,-23.5778,146.6722,qld,rain gauge;water level gauge;model point;,data,Burdekin River,"Department of Regional Development, Manufacturing and Water",2024/10/10 00:00:00,12412,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60340.html
535054,Rewan Tm,-24.9792,148.3869,qld,rain gauge;water level gauge;model point;,data,Fitzroy River (Qld),"Department of Regional Development, Manufacturing and Water",2024/10/10 00:00:00,12413,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60339.html
535055,Broadmere Tm,-25.4939,149.5206,qld,rain gauge;water level gauge;model point;,data,Fitzroy River (Qld),"Department of Regional Development, Manufacturing and Water",2024/10/10 00:00:00,12414,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60339.html
535056,Springsure Creek Junction Tm,-23.8564,148.5036,qld,rain gauge;water level gauge;,data,Fitzroy River (Qld),"Department of Regional Development, Manufacturing and Water",2024/10/10 00:00:00,12415,
535057,Cowley Tm,-23.9767,148.3506,qld,rain gauge;,data,Fitzroy River (Qld),"Department of Regional Development, Manufacturing and Water",2024/10/10 00:00:00,12416,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60339.html
535058,Glenora Road Tm,-23.8603,148.1858,qld,rain gauge;,data,Fitzroy River (Qld),"Department of Regional Development, Manufacturing and Water",2024/10/10 00:00:00,12417,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60339.html
535059,Helen Downs Tm,-24.18,148.4506,qld,rain gauge;,data,Fitzroy River (Qld),"Department of Regional Development, Manufacturing and Water",2024/10/10 00:00:00,12418,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60339.html
535060,Katrina Downs Tm,-24.3586,148.8194,qld,rain gauge;,data,Fitzroy River (Qld),"Department of Regional Development, Manufacturing and Water",2024/10/10 00:00:00,12419,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60339.html
535061,Red Rock Tm,-24.1189,148.9153,qld,rain gauge;,data,Fitzroy River (Qld),"Department of Regional Development, Manufacturing and Water",2024/10/10 00:00:00,12420,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60339.html
535065,Cockatoo Ck Tm,-25.7883,150.2594,qld,rain gauge;,data,Fitzroy River (Qld),"Department of Regional Development, Manufacturing and Water",2024/10/10 00:00:00,12421,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60339.html
535066,Peekadoo Tm,-25.9089,149.5033,qld,rain gauge;,data,Fitzroy River (Qld),"Department of Regional Development, Manufacturing and Water",2024/10/10 00:00:00,12422,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60339.html
535074,Florence Vale Alert,-23.2408,147.5739,qld,rain gauge;,data,Fitzroy River (Qld),Bureau of Meteorology,2024/10/10 00:00:00,12423,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60339.html
535075,Roddas Lookout Alert,-24.1422,148.1542,qld,rain gauge;,data,Fitzroy River (Qld),Central Highlands Regional Council,2024/10/10 00:00:00,12424,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60339.html
535076,Emerald Alert,-23.5297,148.1664,qld,rain gauge;water level gauge;model point;,official,Fitzroy River (Qld),Central Highlands Regional Council,2024/10/10 00:00:00,12425,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60339.html
535077,Rubyvale Alert,-23.4183,147.6986,qld,rain gauge;water level gauge;,information,Fitzroy River (Qld),Central Highlands Regional Council,2024/10/10 00:00:00,12426,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60339.html
535078,Blackboy Creek Tm,-24.1786,149.3503,qld,rain gauge;,data,Fitzroy River (Qld),"Department of Regional Development, Manufacturing and Water",2024/10/10 00:00:00,12427,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60339.html
535079,Blackdown Tableland Tm,-23.7514,149.1106,qld,rain gauge;,data,Fitzroy River (Qld),"Department of Regional Development, Manufacturing and Water",2024/10/10 00:00:00,12428,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60339.html
535080,Mt Mayde Al,-23.6872,147.4261,qld,rain gauge;,data,Fitzroy River (Qld),Central Highlands Regional Council,2024/10/10 00:00:00,12429,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60339.html
535081,Green Valley Alert,-23.6794,147.315,qld,rain gauge;,data,Fitzroy River (Qld),Central Highlands Regional Council,2024/10/10 00:00:00,12430,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60339.html
535082,Billaboo Al,-23.5892,147.3219,qld,rain gauge;,data,Fitzroy River (Qld),Bureau of Meteorology,2024/10/10 00:00:00,12431,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60339.html
535083,Glen Rock Al,-24.4636,147.5681,qld,rain gauge;,data,Fitzroy River (Qld),Central Highlands Regional Council,2024/10/10 00:00:00,12432,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60339.html
535085,Echo Hills Alert,-24.1778,147.4444,qld,rain gauge;,data,Fitzroy River (Qld),Central Highlands Regional Council,2024/10/10 00:00:00,12433,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60339.html
535086,Upper Claude River Alert,-24.4742,146.9647,qld,rain gauge;,data,Fitzroy River (Qld),Central Highlands Regional Council,2024/10/10 00:00:00,12434,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60339.html
535087,Upper Van Dyke Al,-24.5008,147.8447,qld,rain gauge;,data,Fitzroy River (Qld),Central Highlands Regional Council,2024/10/10 00:00:00,12435,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60339.html
535088,Sunny Park Alert,-22.9917,147.4633,qld,rain gauge;,data,Fitzroy River (Qld),Bureau of Meteorology,2024/10/10 00:00:00,12436,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60339.html
535089,Tieri Alert,-23.0458,148.3694,qld,rain gauge;,data,Fitzroy River (Qld),Bureau of Meteorology,2024/10/10 00:00:00,12437,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60339.html
535090,The Lake Alert,-24.3114,148.6144,qld,rain gauge;water level gauge;model point;,information,Fitzroy River (Qld),Central Highlands Regional Council,2024/10/10 00:00:00,12438,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60339.html
535091,Humboldt Alert,-24.1033,148.8156,qld,rain gauge;,data,Fitzroy River (Qld),Bureau of Meteorology,2024/10/10 00:00:00,12439,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60339.html
535092,Avocet Alert,-23.8228,148.1269,qld,rain gauge;,data,Fitzroy River (Qld),Bureau of Meteorology,2024/10/10 00:00:00,12440,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60339.html
535093,Arcturus Downs Alert,-24.0403,148.4017,qld,rain gauge;,data,Fitzroy River (Qld),Bureau of Meteorology,2024/10/10 00:00:00,12441,
535094,Comet Weir Alert,-23.6125,148.5514,qld,rain gauge;water level gauge;model point;,information,Fitzroy River (Qld),Bureau of Meteorology,2024/10/10 00:00:00,12442,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60339.html
535095,Rileys Crossing Alert,-23.5433,148.6053,qld,rain gauge;water level gauge;model point;,data,Fitzroy River (Qld),Central Highlands Regional Council,2024/10/10 00:00:00,12443,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60339.html
535096,Bedford Weir Tw Alert,-23.3739,148.8408,qld,rain gauge;water level gauge;model point;,information,Fitzroy River (Qld),Central Highlands Regional Council,2024/10/10 00:00:00,12444,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60339.html
535097,Duckponds Alert,-23.4817,148.4728,qld,rain gauge;water level gauge;model point;,information,Fitzroy River (Qld),Central Highlands Regional Council,2024/10/10 00:00:00,12445,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60339.html
535098,Gregory Highway Alert,-23.4292,148.1514,qld,rain gauge;water level gauge;model point;,information,Fitzroy River (Qld),Central Highlands Regional Council,2024/10/10 00:00:00,12446,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60339.html
535099,Raymond Alert,-24.2317,147.645,qld,rain gauge;water level gauge;model point;,information,Fitzroy River (Qld),Central Highlands Regional Council,2024/10/10 00:00:00,12447,
535100,Sapphire Al,-23.4694,147.7261,qld,rain gauge;water level gauge;model point;,information,Fitzroy River (Qld),Central Highlands Regional Council,2024/10/10 00:00:00,12448,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60339.html
535101,Fairbairn Dam Al,-23.6525,148.0744,qld,rain gauge;water level gauge;reservoir;,data,Fitzroy River (Qld),Central Highlands Regional Council,2024/10/10 00:00:00,12449,
535102,Upper Belyando Tm,-23.1131,146.785,qld,rain gauge;water level gauge;model point;,data,Burdekin River,Isaac Regional Council,2024/10/10 00:00:00,12450,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60340.html
535103,Sandy Creek Bridge Tm,-22.8131,147.6414,qld,rain gauge;water level gauge;,data,Fitzroy River (Qld),Isaac Regional Council,2024/10/10 00:00:00,12451,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60339.html
535104,Glencoe Alert,-23.7167,146.1731,qld,rain gauge;water level gauge;,data,Cooper Creek,Barcaldine Regional Council,2024/10/10 00:00:00,12452,
535106,Van Dyke Creek Alert,-24.2019,147.8283,qld,rain gauge;water level gauge;model point;,data,Fitzroy River (Qld),Central Highlands Regional Council,2024/10/10 00:00:00,12453,
535107,Mt Panorama Alert,-24.5614,148.5372,qld,rain gauge;water level gauge;model point;,data,Fitzroy River (Qld),Central Highlands Regional Council,2024/10/10 00:00:00,12454,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60339.html
535108,The Crescent Alert,-24.5917,148.6744,qld,rain gauge;water level gauge;model point;,data,Fitzroy River (Qld),Central Highlands Regional Council,2024/10/10 00:00:00,12455,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60339.html
535109,Rolleston Alert,-24.4667,148.6194,qld,rain gauge;water level gauge;model point;,information,Fitzroy River (Qld),Central Highlands Regional Council,2024/10/10 00:00:00,12456,
535111,Eurombah Creek Tm,-25.9003,149.4269,qld,rain gauge;water level gauge;model point;,data,Fitzroy River (Qld),"Department of Regional Development, Manufacturing and Water",2024/10/10 00:00:00,12458,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60339.html
535113,Foleyvale  Alert,-23.5272,149.7189,qld,rain gauge;water level gauge;,data,Fitzroy River (Qld),Central Highlands Regional Council,2024/10/10 00:00:00,12459,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60339.html
535114,Keilambete Alert,-23.4469,147.5961,qld,rain gauge;water level gauge;model point;,data,Fitzroy River (Qld),Central Highlands Regional Council,2024/10/10 00:00:00,12460,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60339.html
535115,Myall Grove Alert,-24.5525,146.3211,qld,rain gauge;,data,Cooper Creek,Blackall Tambo Regional Council,2024/10/10 00:00:00,12461,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60345.html
535116,Ravensbourne Rd Alert,-24.855,145.5447,qld,rain gauge;,data,Cooper Creek,Blackall Tambo Regional Council,2024/10/10 00:00:00,12462,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60345.html
535117,Tambo Alert,-24.8872,146.2569,qld,rain gauge;,data,Cooper Creek,Blackall Tambo Regional Council,2024/10/10 00:00:00,12463,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60345.html
535118,Allandale Alert,-24.3028,146.0125,qld,rain gauge;,data,Cooper Creek,Blackall Tambo Regional Council,2024/10/10 00:00:00,12464,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60345.html
535119,Wyanga Alert,-24.765,146.0528,qld,rain gauge;,data,Cooper Creek,Blackall Tambo Regional Council,2024/10/10 00:00:00,12465,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60345.html
535120,Barney'S Bore Alert,-24.5438,145.3537,qld,rain gauge;,data,Cooper Creek,Blackall Tambo Regional Council,2024/10/10 00:00:00,12466,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60345.html
535121,Mount Macquarie Alert,-24.6869,145.8908,qld,rain gauge;,data,Cooper Creek,Blackall Tambo Regional Council,2024/10/10 00:00:00,12467,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60345.html
535122,Cootabinya Alert,-25.1597,145.2625,qld,rain gauge;,data,Cooper Creek,Blackall Tambo Regional Council,2024/10/10 00:00:00,12468,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60345.html
535123,Mt Ogg Alert,-24.6723,148.1845,qld,rain gauge;,data,Fitzroy River (Qld),Central Highlands Regional Council,2024/10/10 00:00:00,12469,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60339.html
535124,Karamea Alert,-24.52,149.77,qld,rain gauge;water level gauge;model point;,information,Fitzroy River (Qld),Central Highlands Regional Council,2024/10/10 00:00:00,12470,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60339.html
535125,Petrona Alert,-24.4072,147.3225,qld,rain gauge;water level gauge;model point;,data,Fitzroy River (Qld),Central Highlands Regional Council,2024/10/10 00:00:00,12471,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60339.html
535126,Duneira Alert,-24.5383,145.5683,qld,rain gauge;water level gauge;model point;,information,Cooper Creek,Blackall Tambo Regional Council,2024/10/10 00:00:00,12472,
535127,Upper Retreat Alert,-23.4453,147.4442,qld,rain gauge;,data,Fitzroy River (Qld),Central Highlands Regional Council,2024/10/10 00:00:00,12473,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60339.html
535128,Mount Lowe Al,-22.905,148.1497,qld,rain gauge;,data,Fitzroy River (Qld),Central Highlands Regional Council,2024/10/10 00:00:00,12474,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60339.html
535129,Bundi Road Alert,-26.0947,149.6225,qld,rain gauge;,data,Fitzroy River (Qld),Banana Shire Council,2024/10/10 00:00:00,12475,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60339.html
535130,Waikola Alert,-26.0003,149.1953,qld,rain gauge;,data,Fitzroy River (Qld),Banana Shire Council,2024/10/10 00:00:00,12476,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60339.html
535131,Glenhaughton Rd Alert,-25.4172,149.5236,qld,rain gauge;,data,Fitzroy River (Qld),Banana Shire Council,2024/10/10 00:00:00,12477,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60339.html
535132,Coorada Alert,-25.0114,149.5042,qld,rain gauge;,data,Fitzroy River (Qld),Banana Shire Council,2024/10/10 00:00:00,12478,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60339.html
535133,Ghinghinda Alert,-25.1497,149.7281,qld,rain gauge;,data,Fitzroy River (Qld),Banana Shire Council,2024/10/10 00:00:00,12479,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60339.html
535134,Weringa Creek Alert,-26.1189,150.1108,qld,rain gauge;,data,Fitzroy River (Qld),Banana Shire Council,2024/10/10 00:00:00,12480,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60339.html
535135,Bauhinia Downs Alert,-24.5617,149.2853,qld,rain gauge;,data,Fitzroy River (Qld),Banana Shire Council,2024/10/10 00:00:00,12481,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60339.html
535136,Broadmere Alert,-25.5686,149.4142,qld,rain gauge;,data,Fitzroy River (Qld),Banana Shire Council,2024/10/10 00:00:00,12482,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60339.html
535137,Cockatoo Road Alert,-25.6811,150.1336,qld,rain gauge;,data,Fitzroy River (Qld),Banana Shire Council,2024/10/10 00:00:00,12483,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60339.html
535138,Krismark Downs Alert,-24.81,149.8247,qld,rain gauge;,data,Fitzroy River (Qld),Banana Shire Council,2024/10/10 00:00:00,12484,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60339.html
535139,Orana Park Alert,-24.8072,149.4481,qld,rain gauge;,data,Fitzroy River (Qld),Banana Shire Council,2024/10/10 00:00:00,12485,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60339.html
535140,Ruined Castle Alert,-25.2317,149.2658,qld,rain gauge;,data,Fitzroy River (Qld),Banana Shire Council,2024/10/10 00:00:00,12486,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60339.html
535141,Sandra Downs Alert,-24.8714,149.1536,qld,rain gauge;,data,Fitzroy River (Qld),Banana Shire Council,2024/10/10 00:00:00,12487,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60339.html
535142,Tarana Crossing Alert,-25.7961,149.5583,qld,rain gauge;water level gauge;model point;,information,Fitzroy River (Qld),Banana Shire Council,2024/10/10 00:00:00,12488,
535143,Dawson Range South Alert,-24.5944,149.8133,qld,rain gauge;,data,Fitzroy River (Qld),Banana Shire Council,2024/10/10 00:00:00,12489,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60339.html
535144,Bluff Alert,-23.5903,149.0569,qld,rain gauge;,data,Fitzroy River (Qld),Central Highlands Regional Council,2024/10/10 00:00:00,12490,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60339.html
535145,Cooinda Alert,-23.7217,146.9411,qld,rain gauge;water level gauge;,data,Burdekin River,Barcaldine Regional Council,2024/10/10 00:00:00,12491,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60340.html
535146,Zeta Alert,-23.7617,146.7225,qld,rain gauge;water level gauge;,data,Burdekin River,Barcaldine Regional Council,2024/10/10 00:00:00,12492,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60340.html
535147,Mt Pisgah Alert,-23.6403,147.1922,qld,rain gauge;,data,Burdekin River,Barcaldine Regional Council,2024/10/10 00:00:00,12493,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60340.html
535148,Tambo Airport Tm,-24.8328,146.3131,qld,rain gauge;,data,Cooper Creek,"Department of Regional Development, Manufacturing and Water",2024/10/10 00:00:00,12494,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60345.html
535149,Sedgeford Alert,-23.8811,146.6331,qld,rain gauge;,data,Burdekin River,Barcaldine Regional Council,2024/10/10 00:00:00,12495,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60340.html
535150,Jericho Alert,-23.6039,146.1303,qld,rain gauge;water level gauge;,information,Cooper Creek,Barcaldine Regional Council,2024/10/10 00:00:00,12496,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60345.html
535151,Betanga Alert,-23.6889,146.3425,qld,rain gauge;,data,Burdekin River,Barcaldine Regional Council,2024/10/10 00:00:00,12497,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60340.html
535152,Gillespie Alert,-24.5575,145.7872,qld,rain gauge;water level gauge;model point;,information,Cooper Creek,Blackall Tambo Regional Council,2024/10/10 00:00:00,12498,
535153,Glenlee Alert,-24.0719,147.7628,qld,rain gauge;water level gauge;,data,Fitzroy River (Qld),Central Highlands Regional Council,2024/10/10 00:00:00,12499,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60339.html
535154,Serpentine Alert,-23.8589,147.6139,qld,rain gauge;water level gauge;,data,Fitzroy River (Qld),Central Highlands Regional Council,2024/10/10 00:00:00,12500,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60339.html
535155,Tarabah Tm,-24.5608,146.4464,qld,rain gauge;,data,Cooper Creek,"Department of Regional Development, Manufacturing and Water",2024/10/10 00:00:00,12501,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60345.html
535170,Drensmaine Alert,-25.1856,146.5044,qld,rain gauge;water level gauge;,data,Warrego River,Murweh Shire Council,2024/10/10 00:00:00,12503,
535173,Coolmaringa Alert,-23.3184,149.5224,qld,rain gauge;water level gauge;,data,Fitzroy River (Qld),Central Highlands Regional Council,2024/10/10 00:00:00,12504,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60339.html
535175,Borilla Ck Alert,-23.7051,147.8022,qld,rain gauge;water level gauge;,data,Fitzroy River (Qld),Central Highlands Regional Council,2024/10/10 00:00:00,12505,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60339.html
535178,Medway Alert,-23.7425,147.3799,qld,rain gauge;water level gauge;,data,Fitzroy River (Qld),Central Highlands Regional Council,2024/10/10 00:00:00,12506,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60339.html
535183,Lake Brown Alert,-24.8419,148.6937,qld,rain gauge;water level gauge;,data,Fitzroy River (Qld),Central Highlands Regional Council,2024/10/10 00:00:00,12507,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60339.html
535200,Arcadia Valley School Alert,-25.2553,148.8219,qld,rain gauge;water level gauge;,data,Fitzroy River (Qld),Central Highlands Regional Council,2024/10/10 00:00:00,12508,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60339.html
535215,Tambo Lake Tm,-24.8797,146.2574,qld,rain gauge;water level gauge;,data,Cooper Creek,Blackall Tambo Regional Council,2024/10/10 00:00:00,12509,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60345.html
535296,Rivington Alert,-23.9606,146.5606,qld,rain gauge;water level gauge;model point;,information,Burdekin River,Barcaldine Regional Council,2024/10/10 00:00:00,12510,
536002,Barcaldine Weir Tm,-23.65,145.2167,qld,rain gauge;water level gauge;model point;,information,Cooper Creek,"Department of Regional Development, Manufacturing and Water",2024/10/10 00:00:00,12511,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60345.html
536003,Blackall Tm,-24.45,145.4667,qld,rain gauge;water level gauge;model point;,information,Cooper Creek,"Department of Regional Development, Manufacturing and Water",2024/10/10 00:00:00,12512,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60345.html
536005,Darr Tm,-23.2161,144.0806,qld,rain gauge;water level gauge;model point;,information,Cooper Creek,"Department of Regional Development, Manufacturing and Water",2024/10/10 00:00:00,12513,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60345.html
536006,Bowen Downs Tm,-22.4492,145.0242,qld,rain gauge;water level gauge;model point;,data,Cooper Creek,"Department of Regional Development, Manufacturing and Water",2024/10/10 00:00:00,12514,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60345.html
536007,Belyando Crossing Tm,-21.5353,146.8589,qld,rain gauge;water level gauge;model point;,data,Burdekin River,"Department of Regional Development, Manufacturing and Water",2024/10/10 00:00:00,12515,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60340.html
536008,Twin Hills Tm,-21.9564,146.9422,qld,rain gauge;water level gauge;model point;,data,Burdekin River,"Department of Regional Development, Manufacturing and Water",2024/10/10 00:00:00,12516,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60340.html
536009,Blackall Alert,-24.4267,145.4583,qld,rain gauge;water level gauge;,data,Cooper Creek,Blackall Tambo Regional Council,2024/10/10 00:00:00,12517,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60345.html
536010,Mt Harden Alert,-24.7531,144.8708,qld,rain gauge;,data,Cooper Creek,Blackall Tambo Regional Council,2024/10/10 00:00:00,12518,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60345.html
536011,Mt Calder Alert,-24.98,145.0653,qld,rain gauge;,data,Cooper Creek,Blackall Tambo Regional Council,2024/10/10 00:00:00,12519,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60345.html
536012,Clermont Alpha Rd Tm,-22.8949,147.2053,qld,rain gauge;water level gauge;,data,Burdekin River,Isaac Regional Council,2024/10/10 00:00:00,12520,
536013,Laglan Rd Tm,-22.5625,147.0721,qld,rain gauge;water level gauge;,data,Burdekin River,Isaac Regional Council,2024/10/10 00:00:00,12521,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60343.html
536014,Muttaburra Tm,-22.5928,144.5548,qld,rain gauge;water level gauge;,data,Cooper Creek,Barcaldine Regional Council,2024/10/10 00:00:00,12522,
537003,Roxborough Downs Tm,-22.5133,138.8417,qld,rain gauge;water level gauge;model point;,information,Georgina River,"Department of Regional Development, Manufacturing and Water",2024/10/10 00:00:00,12524,
