bom_stn_num,name,lat,long,state,location_types,forecast_site_classification,basin,agency,featreal,objectid,URL
45032,Plevna Downs,-26.6806,142.5942,qld,rain gauge;,data,Cooper Creek,Bureau of Meteorology,2024/10/10 00:00:00,10376,
45043,Adavale,-25.9094,144.5989,qld,rain gauge;water level gauge;model point;,information,Bulloo River,Bureau of Meteorology,2024/10/10 00:00:00,10377,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60344.html
45057,Noccundra Hotel,-27.818,142.59,qld,rain gauge;water level gauge;model point;,information,Cooper Creek,Bureau of Meteorology,2024/10/10 00:00:00,10380,
45060,Yapunyah Station,-26.3867,143.2003,qld,rain gauge;,data,Cooper Creek,Bureau of Meteorology,2024/10/10 00:00:00,10381,
45063,Cameron Corner,-28.9967,141.0,qld,rain gauge;,data,Lake Frome,Bureau of Meteorology,2024/10/10 00:00:00,10382,
45066,Milroy,-26.0467,144.3472,qld,rain gauge;water level gauge;model point;,information,Bulloo River,Bureau of Meteorology,2024/10/10 00:00:00,10383,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60344.html
46012,Wilcannia Aerodrome Aws,-31.5194,143.385,nsw,rain gauge;,data,Paroo River,Bureau of Meteorology,2024/10/10 00:00:00,10384,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDN60176.html
46043,Wilcannia (Reid St),-31.5631,143.3747,nsw,rain gauge;,data,Darling River,Bureau of Meteorology,2024/10/10 00:00:00,10385,
46115,Trevallyn,-31.3885,144.0422,nsw,rain gauge;,data,Darling River,Bureau of Meteorology,2024/10/10 00:00:00,10386,
46129,White Cliffs Aws,-30.8522,143.0743,nsw,rain gauge;,data,Paroo River,Bureau of Meteorology,2024/10/10 00:00:00,10387,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDN60176.html
47000,Gum Lake (Albemarle),-32.5271,143.371,nsw,rain gauge;,data,Darling River,Bureau of Meteorology,2024/10/10 00:00:00,10388,
47019,Menindee Post Office,-32.3937,142.4173,nsw,rain gauge;,data,Darling River,Bureau of Meteorology,2024/10/10 00:00:00,10389,
47029,Pooncarie Mail Agency,-33.3856,142.5696,nsw,rain gauge;,data,Darling River,Bureau of Meteorology,2024/10/10 00:00:00,10390,
47040,Wamberra Station,-33.9297,142.3572,nsw,rain gauge;,data,Darling River,Bureau of Meteorology,2024/10/10 00:00:00,10391,
47045,Wentworth (Willow Point),-33.3326,141.7716,nsw,rain gauge;,data,Darling River,Bureau of Meteorology,2024/10/10 00:00:00,10392,
47048,Broken Hill Airport Aws,-32.0012,141.4694,nsw,rain gauge;,data,Darling River,Bureau of Meteorology,2024/10/10 00:00:00,10393,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDN60176.html
47053,Wentworth Post Office,-34.1065,141.9189,nsw,rain gauge;,data,Darling River,Bureau of Meteorology,2024/10/10 00:00:00,10394,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDN60158.html
47093,Wentworth (Burtundy),-33.7492,142.2205,nsw,rain gauge;,data,Darling River,Bureau of Meteorology,2024/10/10 00:00:00,10395,
47106,Pooncarie (Karoola),-32.9262,142.3791,nsw,rain gauge;,data,Darling River,Bureau of Meteorology,2024/10/10 00:00:00,10399,
48015,Brewarrina Hospital,-29.9614,146.8651,nsw,rain gauge;,data,Macquarie-Bogan Rivers,Bureau of Meteorology,2024/10/10 00:00:00,10400,
48027,Cobar Mo,-31.484,145.8294,nsw,rain gauge;,data,Darling River,Bureau of Meteorology,2024/10/10 00:00:00,10401,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDN60176.html
48031,Collarenebri (Albert St),-29.5406,148.5817,nsw,rain gauge;,data,Condamine-Culgoa Rivers,Bureau of Meteorology,2024/10/10 00:00:00,10402,
48038,Collarenebri (Dunumbral),-29.4484,148.2499,nsw,rain gauge;,data,Condamine-Culgoa Rivers,Bureau of Meteorology,2024/10/10 00:00:00,10403,
48052,Collerina (Kenebree),-29.7701,146.5157,nsw,rain gauge;water level gauge;model point;,official,Condamine-Culgoa Rivers,WaterNSW,2024/10/10 00:00:00,10404,
48079,Wanaaring Post Office,-29.7029,144.1484,nsw,rain gauge;,data,Paroo River,Bureau of Meteorology,2024/10/10 00:00:00,10405,
48168,Angledool (Angledool Station),-29.1173,147.8993,nsw,rain gauge;water level gauge;model point;,information,Condamine-Culgoa Rivers,Bureau of Meteorology,2024/10/10 00:00:00,10406,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDN60176.html
48243,Lightning Ridge Visitor Information Centre,-29.431,147.9722,nsw,rain gauge;,data,Condamine-Culgoa Rivers,Bureau of Meteorology,2024/10/10 00:00:00,10417,
48245,Bourke Airport Aws,-30.0362,145.9521,nsw,rain gauge;,data,Warrego River,Bureau of Meteorology,2024/10/10 00:00:00,10418,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDN60176.html
49000,Ivanhoe Aerodrome Aws,-32.8833,144.3092,nsw,rain gauge;,data,Lachlan River,Bureau of Meteorology,2024/10/10 00:00:00,10419,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDN60157.html
49117,Nymagee (Balowra),-32.248,146.4855,nsw,rain gauge;,data,Macquarie-Bogan Rivers,Bureau of Meteorology,2024/10/10 00:00:00,10421,
50016,Goonumbla (Coradgery),-32.9744,148.0632,nsw,rain gauge;,data,Macquarie-Bogan Rivers,Bureau of Meteorology,2024/10/10 00:00:00,10423,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDN60157.html
50017,West Wyalong Airport Aws,-33.9382,147.1962,nsw,rain gauge;,data,Lachlan River,Bureau of Meteorology,2024/10/10 00:00:00,10424,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDN60157.html
50031,Peak Hill Post Office,-32.7235,148.1902,nsw,rain gauge;,data,Macquarie-Bogan Rivers,Bureau of Meteorology,2024/10/10 00:00:00,10425,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDN60157.html
50035,Tottenham (Umang St),-32.2435,147.3552,nsw,rain gauge;,data,Macquarie-Bogan Rivers,Bureau of Meteorology,2024/10/10 00:00:00,10426,
50037,Tullamore (Kitchener St),-32.6345,147.5666,nsw,rain gauge;,data,Macquarie-Bogan Rivers,Bureau of Meteorology,2024/10/10 00:00:00,10427,
50119,Alectown (Vanvilla),-32.9368,148.2447,nsw,rain gauge;,data,Macquarie-Bogan Rivers,Bureau of Meteorology,2024/10/10 00:00:00,10428,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDN60157.html
50125,Bobadah (Pretty View),-32.3108,146.6723,nsw,rain gauge;,data,Macquarie-Bogan Rivers,Bureau of Meteorology,2024/10/10 00:00:00,10429,
50137,Condobolin Airport Aws,-33.0682,147.2133,nsw,rain gauge;,data,Lachlan River,Bureau of Meteorology,2024/10/10 00:00:00,10430,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDN60157.html
51033,Nyngan (Mudall),-31.8576,147.1343,nsw,rain gauge;,data,Macquarie-Bogan Rivers,Bureau of Meteorology,2024/10/10 00:00:00,10431,
51039,Nyngan Airport,-31.5495,147.1961,nsw,rain gauge;,data,Macquarie-Bogan Rivers,Bureau of Meteorology,2024/10/10 00:00:00,10432,
51049,Trangie Research Station Aws,-31.9861,147.9489,nsw,rain gauge;,data,Macquarie-Bogan Rivers,Bureau of Meteorology,2024/10/10 00:00:00,10433,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDN60157.html
51057,Marra Creek (Womboin),-30.6998,147.2232,nsw,rain gauge;,data,Macquarie-Bogan Rivers,Bureau of Meteorology,2024/10/10 00:00:00,10434,
51160,Gilgandra (Rosewood),-31.7042,148.6283,nsw,rain gauge;,data,Macquarie-Bogan Rivers,Bureau of Meteorology,2024/10/10 00:00:00,10444,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDN60156.html
51161,Coonamble Airport Aws,-30.9776,148.3798,nsw,rain gauge;,data,Castlereagh River,Bureau of Meteorology,2024/10/10 00:00:00,10445,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDN60156.html
52020,Mungindi Post Office,-28.9786,148.9899,nsw,rain gauge;,data,Border Rivers,Bureau of Meteorology,2024/10/10 00:00:00,10446,
52067,Rowena (Shaw Street),-29.8131,148.9111,nsw,rain gauge;,data,Gwydir River,Bureau of Meteorology,2024/10/10 00:00:00,10447,
52088,Walgett Airport Aws,-30.0372,148.1223,nsw,rain gauge;,data,Namoi River,Bureau of Meteorology,2024/10/10 00:00:00,10451,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDN60156.html
53002,Baradine Forestry,-30.9469,149.0654,nsw,rain gauge;,data,Namoi River,Bureau of Meteorology,2024/10/10 00:00:00,10452,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDN60156.html
53011,Garah Post Office,-29.0745,149.6347,nsw,rain gauge;,data,Border Rivers,Bureau of Meteorology,2024/10/10 00:00:00,10453,
53108,Terry Hie Hie,-29.7913,150.1503,nsw,rain gauge;,data,Gwydir River,Bureau of Meteorology,2024/10/10 00:00:00,10457,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDN60156.html
53114,Rocky Glen (Borah Station),-31.0067,149.5459,nsw,rain gauge;,data,Namoi River,Bureau of Meteorology,2024/10/10 00:00:00,10459,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDN60156.html
53115,Moree Aero,-29.4898,149.8471,nsw,rain gauge;,data,Gwydir River,Bureau of Meteorology,2024/10/10 00:00:00,10460,
54003,Barraba (Clifton Lane),-30.3833,150.6083,nsw,rain gauge;,data,Namoi River,Bureau of Meteorology,2024/10/10 00:00:00,10461,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDN60156.html
54004,Bingara Post Office,-29.8673,150.5715,nsw,rain gauge;,data,Gwydir River,Bureau of Meteorology,2024/10/10 00:00:00,10462,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDN60158.html
54013,Delungra Post Office,-29.654,150.8291,nsw,rain gauge;,data,Gwydir River,Bureau of Meteorology,2024/10/10 00:00:00,10463,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDN60156.html
54021,Barraba (Mount Lindsay),-30.3209,150.2734,nsw,rain gauge;,data,Gwydir River,Bureau of Meteorology,2024/10/10 00:00:00,10464,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDN60156.html
54029,Warialda Post Office,-29.5416,150.5754,nsw,rain gauge;,data,Gwydir River,Bureau of Meteorology,2024/10/10 00:00:00,10465,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDN60156.html
54038,Narrabri Airport Aws,-30.3154,149.8302,nsw,rain gauge;,data,Namoi River,Bureau of Meteorology,2024/10/10 00:00:00,10467,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDN60156.html
54039,Bingara (Keera),-29.9943,150.7812,nsw,rain gauge;,data,Gwydir River,Bureau of Meteorology,2024/10/10 00:00:00,10468,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDN60156.html
54065,Nullamanna (Silverdale),-29.605,151.267,nsw,rain gauge;,data,Border Rivers,Bureau of Meteorology,2024/10/10 00:00:00,10469,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDN60158.html
54076,Kings Plains (Windermere),-29.64,151.4297,nsw,rain gauge;,data,Border Rivers,Bureau of Meteorology,2024/10/10 00:00:00,10470,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDN60158.html
54104,Pindari Dam,-29.3899,151.2448,nsw,rain gauge;,data,Border Rivers,Bureau of Meteorology,2024/10/10 00:00:00,10471,
54105,Bundarra (Granite Heights),-30.3354,150.9338,nsw,rain gauge;,data,Namoi River,Bureau of Meteorology,2024/10/10 00:00:00,10472,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDN60156.html
54121,Bukkulla (Rfs),-29.5045,151.1293,nsw,rain gauge;,data,Border Rivers,Bureau of Meteorology,2024/10/10 00:00:00,10473,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDN60156.html
54138,Upper Horton (Dunbeacon),-30.156,150.3889,nsw,rain gauge;,data,Gwydir River,Bureau of Meteorology,2024/10/10 00:00:00,10474,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDN60156.html
54141,Gravesend Rd Bdg (Gwydir River),-29.5833,150.37,nsw,rain gauge;water level gauge;model point;,official,Gwydir River,WaterNSW,2024/10/10 00:00:00,10475,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDN60156.html
54146,Haystack (Beardy River),-29.2333,151.3833,nsw,rain gauge;water level gauge;model point;,data,Border Rivers,WaterNSW,2024/10/10 00:00:00,10477,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDN60156.html
54151,Narrabri (Mt Kaputar National Park),-30.2838,150.1666,nsw,rain gauge;,data,Namoi River,Bureau of Meteorology,2024/10/10 00:00:00,10479,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDN60156.html
54153,Caroda (Paleroo),-30.1186,150.13,nsw,rain gauge;,data,Gwydir River,Bureau of Meteorology,2024/10/10 00:00:00,10481,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDN60156.html
55006,Blackville Post Office,-31.6405,150.2356,nsw,rain gauge;,data,Namoi River,Bureau of Meteorology,2024/10/10 00:00:00,10484,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDN60156.html
55038,Mullaley Post Office,-31.0976,149.9114,nsw,rain gauge;,data,Namoi River,Bureau of Meteorology,2024/10/10 00:00:00,10485,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDN60156.html
55046,Pine Ridge (Billabong),-31.5294,150.4356,nsw,rain gauge;,data,Namoi River,Bureau of Meteorology,2024/10/10 00:00:00,10486,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDN60156.html
55082,Manilla (Warrabah),-30.4702,150.9539,nsw,rain gauge;,data,Namoi River,Bureau of Meteorology,2024/10/10 00:00:00,10487,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDN60156.html
55164,Weabonga (Stoneleigh),-31.1805,151.3031,nsw,rain gauge;,data,Namoi River,Bureau of Meteorology,2024/10/10 00:00:00,10488,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDN60156.html
55202,Gunnedah Airport Aws,-30.9537,150.2494,nsw,rain gauge;,data,Namoi River,Bureau of Meteorology,2024/10/10 00:00:00,10489,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDN60156.html
55245,Nundle (Keeva),-31.5008,151.0271,nsw,rain gauge;,data,Namoi River,Bureau of Meteorology,2024/10/10 00:00:00,10490,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDN60156.html
55257,Duri (Dungowan Rd),-31.2191,150.8228,nsw,rain gauge;,data,Namoi River,Bureau of Meteorology,2024/10/10 00:00:00,10491,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDN60156.html
55262,Ogunbil (Amaroo),-31.3505,151.3177,nsw,rain gauge;,data,Namoi River,Bureau of Meteorology,2024/10/10 00:00:00,10492,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDN60156.html
55308,Bendemeer (Bonna),-30.8829,151.1619,nsw,rain gauge;,data,Namoi River,Bureau of Meteorology,2024/10/10 00:00:00,10498,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDN60156.html
55309,Glendower Mountain (Leconfield),-31.1457,151.232,nsw,rain gauge;,data,Namoi River,Bureau of Meteorology,2024/10/10 00:00:00,10499,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDN60156.html
55312,Manilla (Museum),-30.7465,150.7208,nsw,rain gauge;,data,Namoi River,Bureau of Meteorology,2024/10/10 00:00:00,10501,
55313,Goonoo Goonoo (Goonoo Goonoo Creek),-31.2717,150.9167,nsw,rain gauge;water level gauge;model point;,data,Namoi River,"WaterNSW, Tamworth Regional Council",2024/10/10 00:00:00,10502,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDN60156.html
55321,Mulla Crossing (Cockburn River),-31.0625,151.125,nsw,rain gauge;water level gauge;model point;,data,Namoi River,"WaterNSW, Tamworth Regional Council",2024/10/10 00:00:00,10504,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDN60156.html
55322,Mount Sandon,-31.3872,151.4121,nsw,rain gauge;,data,Namoi River,Bureau of Meteorology,2024/10/10 00:00:00,10505,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDN60156.html
55325,Tamworth Airport Aws,-31.0742,150.8362,nsw,rain gauge;,data,Namoi River,Bureau of Meteorology,2024/10/10 00:00:00,10506,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDN60156.html
55335,Nundle (Malonga),-31.5347,151.1806,nsw,rain gauge;,data,Namoi River,Bureau of Meteorology,2024/10/10 00:00:00,10507,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDN60156.html
55336,Nundle (Head Of The Peel),-31.5986,151.1414,nsw,rain gauge;,data,Namoi River,Bureau of Meteorology,2024/10/10 00:00:00,10508,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDN60156.html
55337,Crawney Mountain,-31.5873,150.995,nsw,rain gauge;,data,Namoi River,Bureau of Meteorology,2024/10/10 00:00:00,10509,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDN60156.html
56006,Bundarra Post Office,-30.1711,151.0757,nsw,rain gauge;,data,Gwydir River,Bureau of Meteorology,2024/10/10 00:00:00,10510,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDN60156.html
56009,Emmaville Post Office,-29.4445,151.5987,nsw,rain gauge;,data,Border Rivers,Bureau of Meteorology,2024/10/10 00:00:00,10511,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDN60156.html
56013,Glen Innes Ag Research Stn,-29.6952,151.6935,nsw,rain gauge;,data,Border Rivers,Bureau of Meteorology,2024/10/10 00:00:00,10512,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDN60156.html
56018,Inverell Research Centre,-29.7752,151.082,nsw,rain gauge;,data,Border Rivers,Bureau of Meteorology,2024/10/10 00:00:00,10513,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDN60156.html
56032,Tenterfield (Federation Park),-29.0479,152.0172,nsw,rain gauge;,data,Border Rivers,Bureau of Meteorology,2024/10/10 00:00:00,10514,
56033,Tingha Post Office,-29.9546,151.2111,nsw,rain gauge;,data,Gwydir River,Bureau of Meteorology,2024/10/10 00:00:00,10515,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDN60156.html
56034,Uralla (Dumaresq St),-30.6437,151.4906,nsw,rain gauge;,data,Gwydir River,Bureau of Meteorology,2024/10/10 00:00:00,10516,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDN60156.html
56038,Wylie Creek (Aloomba),-28.5529,152.1577,nsw,rain gauge;,data,Clarence River,Bureau of Meteorology,2024/10/10 00:00:00,10517,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDN60152.html
56111,Elsmore (Danthonia),-29.7828,151.3617,nsw,rain gauge;,data,Border Rivers,Bureau of Meteorology,2024/10/10 00:00:00,10518,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDN60156.html
56128,Swan Vale (Numeralla),-29.8265,151.5207,nsw,rain gauge;,data,Border Rivers,Bureau of Meteorology,2024/10/10 00:00:00,10519,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDN60156.html
56139,Ben Lomond (Koala),-29.9465,151.6066,nsw,rain gauge;,data,Border Rivers,Bureau of Meteorology,2024/10/10 00:00:00,10520,
56161,Guyra (Gowan Brae),-30.1559,151.8764,nsw,rain gauge;,data,Clarence River,Bureau of Meteorology,2024/10/10 00:00:00,10522,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDN60156.html
56199,Wylie Creek (Burrenbar),-28.5598,152.1212,nsw,rain gauge;,data,Clarence River,Bureau of Meteorology,2024/10/10 00:00:00,10523,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDN60152.html
56234,Walcha (Thee St),-30.9874,151.5855,nsw,rain gauge;,data,Macleay River,Bureau of Meteorology,2024/10/10 00:00:00,10525,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDN60153.html
56237,Elsmore Village,-29.8025,151.2726,nsw,rain gauge;,data,Border Rivers,Bureau of Meteorology,2024/10/10 00:00:00,10526,
56238,Armidale Airport Aws,-30.5273,151.6158,nsw,rain gauge;,data,Macleay River,Bureau of Meteorology,2024/10/10 00:00:00,10527,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDN60153.html
56240,Guyra (Box Point),-30.3299,151.7342,nsw,rain gauge;,data,Macleay River,Bureau of Meteorology,2024/10/10 00:00:00,10528,
56242,Inverell (Raglan St),-29.7796,151.1121,nsw,rain gauge;,data,Border Rivers,Bureau of Meteorology,2024/10/10 00:00:00,10529,
56243,Glen Innes Airport Aws,-29.678,151.694,nsw,rain gauge;,data,Border Rivers,Bureau of Meteorology,2024/10/10 00:00:00,10530,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDN60156.html
56245,Ben Lomond (Beulah),-29.9594,151.605,nsw,rain gauge;,data,Gwydir River,Bureau of Meteorology,2024/10/10 00:00:00,10531,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDN60156.html
57005,Drake (Village Resource Centre),-28.9279,152.3759,nsw,rain gauge;,data,Clarence River,Bureau of Meteorology,2024/10/10 00:00:00,10532,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDN60152.html
57014,Glen Elgin (Glenbrook),-29.5577,152.1388,nsw,rain gauge;,data,Clarence River,Bureau of Meteorology,2024/10/10 00:00:00,10533,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDN60152.html
57018,Tabulam Post Office,-28.8914,152.5663,nsw,rain gauge;,data,Clarence River,Bureau of Meteorology,2024/10/10 00:00:00,10534,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDN60152.html
57020,Urbenville,-28.473,152.546,nsw,rain gauge;,data,Clarence River,Bureau of Meteorology,2024/10/10 00:00:00,10535,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDN60152.html
57045,Tia (Highrent),-31.1893,151.8551,nsw,rain gauge;,data,Macleay River,Bureau of Meteorology,2024/10/10 00:00:00,10536,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDN60153.html
57079,Wollomombi (Wollomombi River),-30.5178,152.0431,nsw,rain gauge;water level gauge;,data,Macleay River,Bureau of Meteorology,2024/10/10 00:00:00,10537,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDN60153.html
57091,Uralla (Blue Nobby),-30.7167,151.8531,nsw,rain gauge;,data,Macleay River,Bureau of Meteorology,2024/10/10 00:00:00,10538,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDN60153.html
57095,Tabulam (Muirne),-28.7551,152.4507,nsw,rain gauge;,data,Clarence River,Bureau of Meteorology,2024/10/10 00:00:00,10539,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDN60152.html
57104,Yarrowitch (Maretto),-31.2739,151.9655,nsw,rain gauge;,data,Macleay River,Bureau of Meteorology,2024/10/10 00:00:00,10540,
57114,Baryulgil (Clarence River),-29.1967,152.595,nsw,rain gauge;water level gauge;model point;,data,Clarence River,WaterNSW,2024/10/10 00:00:00,10543,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDN60154.html
